train_loss,valid_loss,train_acc,valid_acc
1.6088647978646415,1.6092555046081543,0.2,0.2
1.6071082089628492,1.6074013369424003,0.2,0.2
1.6039968260696955,1.6043920925685338,0.2,0.2
1.6001432248524257,1.6012683732169015,0.2,0.2
1.5958895095757075,1.5978785412652152,0.2,0.2
1.5569390731198447,1.5637705768857684,0.3339285714285714,0.3142857142857143
1.416862690448761,1.4356355905532836,0.30892857142857144,0.32857142857142857
1.0741599906768118,1.0997663072177342,0.6571428571428571,0.6785714285714286
0.7942744152886527,0.8060972043446132,0.7857142857142857,0.8
0.6192747113427945,0.6241418572408812,0.7482142857142857,0.7428571428571429
0.44640549311547406,0.4663469327347619,0.8625,0.8571428571428571
0.3842090174356209,0.38065744542649815,0.875,0.9
0.32838733095143524,0.33331811663561633,0.9285714285714286,0.9142857142857143
0.2898362745468538,0.2885887605138123,0.9196428571428571,0.9357142857142857
0.22412092633853067,0.227817611183439,0.9375,0.9428571428571428
0.17343060371599028,0.17474979854055814,0.9553571428571429,0.9571428571428572
0.1507457704216774,0.16201203836630418,0.9660714285714286,0.95
0.1345268719622774,0.15600832243716078,0.9553571428571429,0.9642857142857143
0.10325212642995081,0.12177816814925921,0.9696428571428571,0.9571428571428572
0.10762269654483785,0.14846288440083819,0.9660714285714286,0.9571428571428572
0.07841604983898703,0.10448268833515613,0.9785714285714285,0.9571428571428572
0.07255631382264645,0.11762077809199971,0.975,0.9571428571428572
0.06775394738877887,0.09899127401877195,0.9839285714285714,0.9714285714285714
0.06731102572546531,0.0878761695531596,0.9803571428571428,0.9714285714285714
0.06467826722016201,0.1013119597547172,0.9785714285714285,0.9642857142857143
0.05663850698794834,0.08704716557861372,0.9839285714285714,0.9642857142857143
0.04209713200169581,0.09175141719398587,0.9839285714285714,0.9714285714285714
0.04183359953700163,0.0902910778335094,0.9839285714285714,0.9642857142857143
0.03610301622258264,0.10082504830392541,0.9910714285714286,0.9714285714285714
0.03734307293152272,0.07616652528711257,0.9875,0.9714285714285714
0.03606019761704957,0.10819003162733419,0.9910714285714286,0.9714285714285714
0.029670585361399,0.06761770956229932,0.9892857142857143,0.9714285714285714
0.02272084568374062,0.10138519440540021,0.9928571428571429,0.9714285714285714
0.021813164356433733,0.08317234185042212,0.9946428571428572,0.9714285714285714
0.022981506470788584,0.07175380582650064,0.9910714285714286,0.9785714285714285
0.023849847027844616,0.0631348412996041,0.9892857142857143,0.9857142857142858
0.015408899398390246,0.07971970582401988,0.9964285714285714,0.9714285714285714
0.014126327237012352,0.11945857310808208,0.9964285714285714,0.9642857142857143
0.015497224384513737,0.09146785799049419,0.9964285714285714,0.9714285714285714
0.01251671734454816,0.10030319440882636,0.9964285714285714,0.9714285714285714
0.013871429596992498,0.05576761418582536,0.9964285714285714,0.9785714285714285
0.009075151142571717,0.11140350776985021,0.9964285714285714,0.9714285714285714
0.009865708060321892,0.1064719599017417,0.9964285714285714,0.9714285714285714
0.008648533599238194,0.0950353169245622,0.9964285714285714,0.9714285714285714
0.008185618302527661,0.08650525884360881,0.9982142857142857,0.9714285714285714
0.006115078876512557,0.1064735670039358,1.0,0.9714285714285714
0.00621994012514858,0.07466828400346104,1.0,0.9857142857142858
0.005728726933936493,0.13096667633771594,1.0,0.9642857142857143
0.004230633490437276,0.1056851869269814,1.0,0.9714285714285714
0.0045733472920283375,0.0844844861045657,1.0,0.9857142857142858
0.004059826373647102,0.10884329049335933,1.0,0.9785714285714285
0.0036711719711151124,0.13875362446840975,0.9982142857142857,0.9714285714285714
0.004044287252754154,0.09923366677188038,0.9982142857142857,0.9714285714285714
0.002281865803706865,0.11572908914635432,1.0,0.9714285714285714
0.0018362803210410078,0.21447827600067945,1.0,0.9714285714285714
0.002878733632454595,0.07841115739943716,1.0,0.9857142857142858
0.0015364891454527653,0.11345196167725809,1.0,0.9714285714285714
0.0015523802800587357,0.09780710258200251,1.0,0.9785714285714285
0.0009421204938349526,0.10178694439950584,1.0,0.9785714285714285
0.0009656991954982581,0.09160295064935638,1.0,0.9785714285714285
