footleft,footright,handleft,handright,tongue,real,predicted,epoch
0.20710480213165283,0.18948955833911896,0.18105734884738922,0.1944168359041214,0.22793138027191162,4.0,4.0,0
0.20560844242572784,0.1896265596151352,0.18436729907989502,0.1951589733362198,0.22523866593837738,1.0,4.0,0
0.20509478449821472,0.18953274190425873,0.18527263402938843,0.19639506936073303,0.2237047553062439,1.0,4.0,0
0.2014656364917755,0.1878235638141632,0.19479693472385406,0.19944757223129272,0.2164662629365921,1.0,4.0,0
0.20237500965595245,0.18883556127548218,0.19123533368110657,0.19849319756031036,0.21906086802482605,3.0,4.0,0
0.20182275772094727,0.1886472851037979,0.19343166053295135,0.19894760847091675,0.21715065836906433,0.0,4.0,0
0.20363658666610718,0.1888372153043747,0.18958958983421326,0.19772407412528992,0.22021250426769257,1.0,4.0,0
0.20051537454128265,0.18813616037368774,0.19694536924362183,0.20047712326049805,0.21392589807510376,2.0,4.0,0
0.19974982738494873,0.1877906173467636,0.19797316193580627,0.20096805691719055,0.21351830661296844,0.0,4.0,0
0.20324555039405823,0.18963386118412018,0.18912020325660706,0.197631374001503,0.22036907076835632,1.0,4.0,0
0.20300249755382538,0.18866612017154694,0.1911919116973877,0.19868987798690796,0.21844956278800964,0.0,4.0,0
0.20445136725902557,0.18911153078079224,0.18859028816223145,0.1971229612827301,0.22072385251522064,1.0,4.0,0
0.20117801427841187,0.18822284042835236,0.19472843408584595,0.19988131523132324,0.2159893959760666,3.0,4.0,0
0.2032727748155594,0.18944361805915833,0.188878133893013,0.19683235883712769,0.22157317399978638,4.0,4.0,0
0.2010394185781479,0.1878976970911026,0.19565454125404358,0.2000424712896347,0.21536581218242645,2.0,4.0,0
0.20067298412322998,0.18798227608203888,0.19683679938316345,0.20029230415821075,0.21421565115451813,2.0,4.0,0
0.2042538821697235,0.18940380215644836,0.18715842068195343,0.1970089226961136,0.22217494249343872,3.0,4.0,0
0.20440638065338135,0.1892014443874359,0.18689535558223724,0.1970573365688324,0.2224394679069519,0.0,4.0,0
0.20183582603931427,0.18820644915103912,0.19395291805267334,0.19892168045043945,0.2170831710100174,2.0,4.0,0
0.20135007798671722,0.18817469477653503,0.19484922289848328,0.1997956782579422,0.21583028137683868,2.0,4.0,0
0.20500677824020386,0.18941780924797058,0.18636125326156616,0.19629938900470734,0.22291482985019684,1.0,4.0,0
0.20165462791919708,0.18867599964141846,0.19354939460754395,0.19936856627464294,0.21675141155719757,0.0,4.0,0
0.20131559669971466,0.18806780874729156,0.1945016086101532,0.1998475193977356,0.2162674516439438,0.0,4.0,0
0.20448173582553864,0.18912754952907562,0.18676407635211945,0.19690938293933868,0.22271721065044403,1.0,4.0,0
0.20442724227905273,0.18872599303722382,0.18864044547080994,0.1973695307970047,0.22083675861358643,0.0,4.0,0
0.20559652149677277,0.18860207498073578,0.18168942630290985,0.1955043375492096,0.22860760986804962,4.0,4.0,0
0.20321239531040192,0.18921466171741486,0.18930476903915405,0.19765549898147583,0.2206127643585205,3.0,4.0,0
0.2036702185869217,0.18927739560604095,0.1886172592639923,0.19756466150283813,0.22087039053440094,3.0,4.0,0
0.2016528844833374,0.18822039663791656,0.19307608902454376,0.1995907872915268,0.21745985746383667,4.0,4.0,0
0.20242376625537872,0.18891122937202454,0.18872177600860596,0.19826707243919373,0.22167623043060303,4.0,4.0,0
0.21074362099170685,0.18964815139770508,0.17164523899555206,0.19039379060268402,0.23756913840770721,4.0,4.0,0
0.20092056691646576,0.18833062052726746,0.1946917027235031,0.19965049624443054,0.21640664339065552,3.0,4.0,0
0.2015307992696762,0.18826924264431,0.1943119913339615,0.19952917098999023,0.21635878086090088,1.0,4.0,0
0.2001437395811081,0.18751461803913116,0.1967562735080719,0.2007812261581421,0.21480417251586914,2.0,4.0,0
0.20246098935604095,0.18841661512851715,0.19200804829597473,0.19865354895591736,0.21846075356006622,4.0,4.0,0
0.20137466490268707,0.18826554715633392,0.19437825679779053,0.1995723694562912,0.21640916168689728,3.0,4.0,0
0.2021246701478958,0.1884249895811081,0.19232268631458282,0.19928807020187378,0.2178395688533783,1.0,4.0,0
0.20511706173419952,0.1893763691186905,0.18255771696567535,0.19515712559223175,0.2277916967868805,4.0,4.0,0
0.20517461001873016,0.1894766390323639,0.18618886172771454,0.19660499691963196,0.22255490720272064,0.0,4.0,0
0.2100933939218521,0.19142235815525055,0.17183063924312592,0.19061541557312012,0.2360381782054901,4.0,4.0,0
