train_loss,valid_loss,train_acc,valid_acc
1.6099681008338929,1.6099681028566863,0.2,0.2
1.6095880874156951,1.6095880834679854,0.2,0.2
1.609523332452774,1.6095233362599424,0.2,0.2
1.6094425203323364,1.6094425198906346,0.2,0.2
1.6095757488250733,1.6095757474397359,0.2,0.2
1.6095251376628876,1.6095251369476318,0.2,0.2
1.6094690034866332,1.6094690034264012,0.2,0.2
1.6095180509567262,1.6095180488887586,0.2,0.2
1.6094589883804322,1.6094589878383436,0.2,0.2
1.6094591387748718,1.6094591386694657,0.2,0.2
1.6097240997314453,1.6097240985067267,0.2,0.2
1.6094446292877198,1.6094446365456831,0.2,0.2
1.6095710865020751,1.6095710894936008,0.2,0.2
1.6095898944854736,1.6095898959511206,0.2,0.2
