train_loss,valid_loss,train_acc,valid_acc
1.6091345364570617,1.6092285684176855,0.2,0.2
1.6085793161392212,1.6086330969794458,0.2001,0.20105263157894737
1.6077032023429871,1.6077423927162875,0.2991,0.2873684210526316
1.6027898619651795,1.6034521951394922,0.449,0.42210526315789476
1.5641725803375244,1.5685954429522282,0.4725,0.4336842105263158
1.2648002214431762,1.2904860712900883,0.6833,0.6563157894736842
0.772160010111332,0.8308664383758017,0.7861,0.751578947368421
0.525565344876051,0.5996627972907379,0.8154,0.7757894736842105
0.4171269838988781,0.5000700069074872,0.8888,0.8426315789473684
0.35190718716979025,0.44757174039963915,0.9118,0.8605263157894737
0.310990302255936,0.3994507138077326,0.9173,0.8778947368421053
0.27622094316519796,0.36630554302368595,0.9244,0.8842105263157894
0.2468829073306173,0.34395276467871516,0.9287,0.8889473684210526
0.22337436067312955,0.33539224449670363,0.9347,0.8936842105263157
0.20161024285126478,0.32279966085632683,0.9399,0.8989473684210526
0.19205795265967027,0.3167238038487169,0.941,0.8936842105263157
0.18097865629987792,0.3109943193995918,0.9444,0.8978947368421053
0.1657071830380708,0.2950551850736403,0.949,0.9073684210526316
0.1573039081314113,0.29983960150960176,0.9526,0.9031578947368422
0.1497969315954484,0.2974502720063975,0.9543,0.9084210526315789
0.14665825424639042,0.2923569977166084,0.9549,0.91
0.1348106094961986,0.2915184439723419,0.9578,0.9105263157894737
0.12657496209881502,0.2832122017687408,0.9612,0.9147368421052632
0.12395439519099309,0.28837384044720027,0.9606,0.9163157894736842
0.12028575109586818,0.28181561322573634,0.9625,0.9173684210526316
0.11455382906175218,0.28241424129722137,0.9645,0.9173684210526316
0.11132906384731177,0.28898285909902166,0.9647,0.92
0.10798901023881627,0.28325037984960094,0.9653,0.9205263157894736
0.1021350186947122,0.28318355926860345,0.9677,0.9205263157894736
0.10076799448665696,0.2797003548133516,0.9677,0.9221052631578948
0.09575194260838907,0.2773964768523857,0.9688,0.9221052631578948
0.09065522367256636,0.28661918042945683,0.9706,0.9226315789473685
0.08979652046129923,0.28749137061861674,0.9711,0.9226315789473685
0.08812951678302634,0.2782132762162398,0.9716,0.9226315789473685
0.0842459060637484,0.2865726815380338,0.9733,0.9252631578947368
0.08341560560878279,0.2804968970519111,0.9743,0.9263157894736842
0.08303775097895413,0.27902824098926415,0.9743,0.9263157894736842
0.08003754964430228,0.279609946859973,0.9748,0.9273684210526316
0.07727129194824665,0.27802129024373146,0.9764,0.9247368421052632
0.07444052330704871,0.2784294701289452,0.9768,0.9247368421052632
0.07642842226415669,0.27362380763053595,0.9766,0.9289473684210526
0.07203074504353281,0.27367868111994675,0.9775,0.9294736842105263
0.07021469511188334,0.27635968597375926,0.9781,0.9268421052631579
0.06792722644406167,0.27476193652983666,0.979,0.9310526315789474
0.06638144355142649,0.280860463042868,0.9795,0.9289473684210526
0.06889624303588462,0.2882549800046601,0.9786,0.9310526315789474
0.06599274746770242,0.27678160013014913,0.9801,0.9310526315789474
0.06285396586140814,0.28398650515206836,0.9808,0.9310526315789474
0.061029886062624425,0.2763840076234167,0.9816,0.9294736842105263
0.06418976115927362,0.2612813359642247,0.9815,0.9294736842105263
0.059195053669552,0.2857621459602151,0.9833,0.9305263157894736
0.058109755545383085,0.27831196261549007,0.9832,0.9294736842105263
0.059062239929068894,0.276617398305278,0.9828,0.9273684210526316
0.0552570226386757,0.29071029720950464,0.9833,0.9326315789473684
0.05434084966018563,0.288763924897948,0.984,0.9342105263157895
0.05426581002642488,0.27295505577570134,0.9846,0.9310526315789474
0.05233008663375604,0.28954989742174314,0.9853,0.9321052631578948
0.05122375966262189,0.28355271098640333,0.9857,0.9336842105263158
0.05159345882339839,0.27618842832817647,0.9855,0.9321052631578948
0.04984819592033746,0.27766938099474286,0.9859,0.9342105263157895
