,input1,input2,mean_diff,sem,t_df19,p,sidak_sig
0,emotion_scratch_001,emotion_scratch_010,-0.3538812402046223,0.031138981866998563,-11.364573245076762,6.457340759523685e-10,True
1,emotion_scratch_001,emotion_scratch_025,-0.4479745410037861,0.022971121906112845,-19.50163961667782,5.035951301652598e-14,True
2,emotion_scratch_001,emotion_scratch_050,-0.477749619500902,0.030626623071665703,-15.599160847181134,2.7581595171590045e-12,True
3,emotion_scratch_001,emotion_scratch_075,-0.5079195238391211,0.029133861280408065,-17.433992664085576,3.803499632610543e-13,True
4,emotion_scratch_001,emotion_scratch_120,-0.5584905011935698,0.03311838020521542,-16.863460644298655,6.900126627425748e-13,True
5,emotion_scratch_001,emotion_pretrained_001,-0.3433971120757818,0.047263597949573015,-7.265572808108318,6.793103343808444e-07,True
6,emotion_scratch_001,emotion_pretrained_010,-0.5481831615180397,0.031200525658483143,-17.5696771111609,3.3095671644876835e-13,True
7,emotion_scratch_001,emotion_pretrained_025,-0.6206020864539995,0.028436936532340685,-21.823802495328664,6.480590968246489e-15,True
8,emotion_scratch_001,emotion_pretrained_050,-0.6674507803149924,0.02675212970124157,-24.949444689781682,5.529734404909691e-16,True
9,emotion_scratch_001,emotion_pretrained_075,-0.6490772279777779,0.027766513031226916,-23.376260002392428,1.8364309915495756e-15,True
10,emotion_scratch_001,emotion_pretrained_120,-0.6763821270416521,0.033999226636270294,-19.89404448159092,3.5075629099017333e-14,True
11,emotion_scratch_001,gambling_scratch_001,0.04617470131608888,0.02685979640725943,1.7191009423887214,0.10184645652391584,False
12,emotion_scratch_001,gambling_scratch_010,0.05106663413356795,0.022098764813710314,2.3108365813226657,0.032228265229169,False
13,emotion_scratch_001,gambling_scratch_025,0.05007936556821986,0.024508896440615963,2.0433137693310703,0.05514040300903933,False
14,emotion_scratch_001,gambling_scratch_050,0.051813774794627676,0.023492122870085865,2.20558078472362,0.03992907793173098,False
15,emotion_scratch_001,gambling_scratch_075,0.04352576638268738,0.02011822040797212,2.163499827521509,0.043454777176857175,False
16,emotion_scratch_001,gambling_scratch_120,0.04349966658119235,0.021245964751498238,2.0474319283677063,0.05469713254036101,False
17,emotion_scratch_001,gambling_pretrained_001,0.0947660145205504,0.022713236796462415,4.172281360414039,0.0005170013846142779,False
18,emotion_scratch_001,gambling_pretrained_010,0.0846795890925901,0.02290569764884628,3.6968788460741453,0.0015305948873077116,False
19,emotion_scratch_001,gambling_pretrained_025,0.06570117236547177,0.021228554367998233,3.094943312038026,0.0059619296708099,False
20,emotion_scratch_001,gambling_pretrained_050,0.05953954276342384,0.020199109891471122,2.9476320037529886,0.00826494234783076,False
21,emotion_scratch_001,gambling_pretrained_075,0.04256079331097638,0.020964837760170964,2.030103633419642,0.05658421507706393,False
22,emotion_scratch_001,gambling_pretrained_120,0.038720830206862754,0.02359129512334072,1.641318545862842,0.1171808067012002,False
23,emotion_scratch_001,language_scratch_001,-0.11863368208940824,0.0410322675530499,-2.891229004978309,0.009357237881765304,False
24,emotion_scratch_001,language_scratch_010,-0.5197788443886299,0.026904459079393733,-19.319431134251317,5.970327577344539e-14,True
25,emotion_scratch_001,language_scratch_025,-0.549936491758911,0.01804732098081397,-30.47191837190385,1.3530682753128077e-17,True
26,emotion_scratch_001,language_scratch_050,-0.5555225430454979,0.021455799562912537,-25.891486421496374,2.787425002437044e-16,True
27,emotion_scratch_001,language_scratch_075,-0.6138189282446076,0.02452038266058897,-25.03300771203641,5.198634879016739e-16,True
28,emotion_scratch_001,language_scratch_120,-0.6614818513581835,0.025139739642760856,-26.312199758546875,2.0684132746709691e-16,True
29,emotion_scratch_001,language_pretrained_001,-0.35063044982053765,0.04473974178082759,-7.837113846973386,2.2717608755340055e-07,True
30,emotion_scratch_001,language_pretrained_010,-0.5888404062156496,0.028278237386173577,-20.82309438789698,1.527993806796257e-14,True
31,emotion_scratch_001,language_pretrained_025,-0.5877809614204784,0.02621721479669786,-22.41965693070155,3.9560113692312794e-15,True
32,emotion_scratch_001,language_pretrained_050,-0.649372886075094,0.020813972226618974,-31.198892695965622,8.717710944462815e-18,True
33,emotion_scratch_001,language_pretrained_075,-0.711561204346078,0.021947670032910326,-32.42080837187266,4.255614443251129e-18,True
34,emotion_scratch_001,language_pretrained_120,-0.7634094323874382,0.03356912776604992,-22.74141400717331,3.0457895374668117e-15,True
35,emotion_scratch_001,motor_scratch_001,0.07699306961437642,0.023376323195585618,3.2936347162121615,0.0038197232133253874,False
36,emotion_scratch_001,motor_scratch_010,-0.34288105223963516,0.023759033255460017,-14.431607908997659,1.0837419614364479e-11,True
37,emotion_scratch_001,motor_scratch_025,-0.45604241425385944,0.02081011438372709,-21.914459759551892,6.006936242178827e-15,True
38,emotion_scratch_001,motor_scratch_050,-0.4831567705379195,0.021094105753978416,-22.904823564127366,2.6705464550356548e-15,True
39,emotion_scratch_001,motor_scratch_075,-0.530188196678434,0.023734586489331126,-22.33821081807166,4.229051075202608e-15,True
40,emotion_scratch_001,motor_scratch_120,-0.5444227013356076,0.02322584284569797,-23.440385132737983,1.746190494251077e-15,True
41,emotion_scratch_001,motor_pretrained_001,-0.002140250606690447,0.024286969720017267,-0.08812341067508546,0.9307007881782015,False
42,emotion_scratch_001,motor_pretrained_010,-0.3862411301349645,0.022814459214524793,-16.92966405660252,6.433507969178539e-13,True
43,emotion_scratch_001,motor_pretrained_025,-0.4669486924415754,0.02197183355899486,-21.252149538990807,1.0529969062245702e-14,True
