,input1,input2,input3,input4,mean_diff,sem,t_df19,p,sidak_sig
0,emotion_001,motor_050,emotion_010,motor_075,-0.2551763104399325,0.024835243496796895,-10.274765796954783,3.3949951989400943e-09,True
1,emotion_001,motor_050,emotion_025,motor_120,-0.3224966739628563,0.023434649567009407,-13.761531745576322,2.4807964367292636e-11,True
2,emotion_001,motor_050,emotion_050,relational_001,-0.9903534776217005,0.028141435357217765,-35.19200300377332,9.178025746060351e-19,True
3,emotion_001,motor_050,emotion_075,relational_010,-0.9115569337591317,0.022847483498437522,-39.89747640353786,8.718127682485397e-20,True
4,emotion_001,motor_050,emotion_120,relational_025,-0.882138898105385,0.03360669407464418,-26.248904344653994,2.1627388778996496e-16,True
5,emotion_001,motor_050,gambling_001,relational_050,-0.11159514046105379,0.029117498245696035,-3.8325799668434444,0.0011230630104107453,False
6,emotion_001,motor_050,gambling_010,relational_075,-0.07760557346012673,0.029002184588535897,-2.675852683552775,0.01494703514428777,False
7,emotion_001,motor_050,gambling_025,relational_120,-0.08376783945832882,0.02188474101104362,-3.8276824667953506,0.001135690645806663,False
8,emotion_001,motor_050,gambling_050,social_001,-0.2517068472317501,0.031070318301007465,-8.101199504724367,1.3898134238057232e-07,True
9,emotion_001,motor_050,gambling_075,social_010,0.03790940323533108,0.032423169234871964,1.1692072098417365,0.2567799932999695,False
10,emotion_001,motor_050,gambling_120,social_025,0.15717975682358537,0.030711950511835607,5.117869565562509,6.114169463808893e-05,True
11,emotion_001,motor_050,language_001,social_050,-0.07723704621037897,0.042717260911416303,-1.808099221777049,0.08644811691518021,False
12,emotion_001,motor_050,language_010,social_075,-0.37763449507709057,0.035172150866950996,-10.736747277856395,1.6548216368173998e-09,True
13,emotion_001,motor_050,language_025,social_120,-0.39193061097342713,0.027480871628634048,-14.261942498397685,1.3324572516866807e-11,True
14,emotion_001,motor_050,language_050,wm_001,-1.2424785880014613,0.029981612382410597,-41.44135319187803,4.2710269831885585e-20,True
15,emotion_001,motor_050,language_075,wm_010,-0.9862469395590157,0.024215651911244196,-40.72766420552427,5.920474793376645e-20,True
16,emotion_001,motor_050,language_120,wm_025,-0.8690900782521632,0.0300741335734277,-28.89825823677449,3.631185709461325e-17,True
17,emotion_001,motor_050,motor_001,wm_050,-0.06174383633069976,0.03411442466573475,-1.8099040782803109,0.08615803546293714,False
18,emotion_001,motor_050,motor_010,wm_075,-0.4318694007242856,0.030347281817769606,-14.230908827933577,1.3840831590310587e-11,True
19,emotion_001,motor_050,motor_025,wm_120,-0.5079176228120947,0.030778536329646264,-16.50233192937321,1.0153295313633159e-12,True
20,emotion_010,motor_075,emotion_025,motor_120,-0.0673203635229238,0.021031451624780335,-3.2009375636060944,0.0047042910656798645,False
21,emotion_010,motor_075,emotion_050,relational_001,-0.7351771671817677,0.022765671117692385,-32.29323499320973,4.580821890498862e-18,True
22,emotion_010,motor_075,emotion_075,relational_010,-0.6563806233191992,0.021501264961623964,-30.5275352166826,1.3078550922781495e-17,True
23,emotion_010,motor_075,emotion_120,relational_025,-0.6269625876654524,0.022191076086516125,-28.252915055634066,5.525493354889349e-17,True
24,emotion_010,motor_075,gambling_001,relational_050,0.14358116997887876,0.02650364994024729,5.417411198177751,3.1566076040886765e-05,True
25,emotion_010,motor_075,gambling_010,relational_075,0.17757073697980585,0.028070217086515907,6.325948119051261,4.5257152027428365e-06,True
26,emotion_010,motor_075,gambling_025,relational_120,0.17140847098160375,0.02577197736811375,6.650963119099973,2.3173029761419666e-06,True
27,emotion_010,motor_075,gambling_050,social_001,0.0034694632081825106,0.02672733179226463,0.1298095610571436,0.8980815163200973,False
28,emotion_010,motor_075,gambling_075,social_010,0.2930857136752637,0.02683885891649318,10.9202002435042,1.2517894198375752e-09,True
29,emotion_010,motor_075,gambling_120,social_025,0.412356067263518,0.025208480174533417,16.357831349154324,1.187498362135053e-12,True
30,emotion_010,motor_075,language_001,social_050,0.17793926422955356,0.04111763224434269,4.3275659252980425,0.0003628639807678587,False
31,emotion_010,motor_075,language_010,social_075,-0.12245818463715792,0.024187874877317952,-5.06279221544975,6.911155235255322e-05,True
32,emotion_010,motor_075,language_025,social_120,-0.13675430053349463,0.02759736225618524,-4.955339545280081,8.784418253571738e-05,True
33,emotion_010,motor_075,language_050,wm_001,-0.9873022775615284,0.028620565636944508,-34.496253151862284,1.3338284198550057e-18,True
34,emotion_010,motor_075,language_075,wm_010,-0.7310706291190833,0.029086521585113614,-25.134343650539595,4.8248549591252e-16,True
35,emotion_010,motor_075,language_120,wm_025,-0.6139137678122306,0.025988211142201477,-23.622778976707423,1.5140982598362723e-15,True
36,emotion_010,motor_075,motor_001,wm_050,0.1934324741092328,0.02644046902522043,7.315773178029704,6.159139403525224e-07,True
37,emotion_010,motor_075,motor_010,wm_075,-0.17669309028435304,0.030011332091646168,-5.8875457358834336,1.1409136704220156e-05,True
38,emotion_010,motor_075,motor_025,wm_120,-0.25274131237216213,0.02521528557660003,-10.023337296909615,5.068999901798152e-09,True
39,emotion_025,motor_120,emotion_050,relational_001,-0.6678568036588439,0.02074263854796357,-32.197292649850056,4.842565656888654e-18,True
40,emotion_025,motor_120,emotion_075,relational_010,-0.5890602597962755,0.01827372292490784,-32.235372190817344,4.736845007403319e-18,True
41,emotion_025,motor_120,emotion_120,relational_025,-0.5596422241425287,0.022452513456157903,-24.92559353033321,5.628252067131455e-16,True
42,emotion_025,motor_120,gambling_001,relational_050,0.2109015335018026,0.021383562367347324,9.86278758790205,6.571881358341891e-09,True
43,emotion_025,motor_120,gambling_010,relational_075,0.2448911005027296,0.018147712769292786,13.494323147824046,3.4840124170193e-11,True
44,emotion_025,motor_120,gambling_025,relational_120,0.2387288345045276,0.01862806661966824,12.815545455075213,8.467705566080649e-11,True
45,emotion_025,motor_120,gambling_050,social_001,0.07078982673110631,0.0276342558925554,2.561669364514241,0.019080501913866354,False
46,emotion_025,motor_120,gambling_075,social_010,0.36040607719818746,0.027973127753628983,12.884010696709865,7.728997383413243e-11,True
47,emotion_025,motor_120,gambling_120,social_025,0.4796764307864418,0.01683367654819043,28.495048566084375,4.715207932906069e-17,True
48,emotion_025,motor_120,language_001,social_050,0.2452596277524773,0.036688742077193054,6.684874265693041,2.1627338961690413e-06,True
49,emotion_025,motor_120,language_010,social_075,-0.05513782111423412,0.024446212629953636,-2.255474987020053,0.03608921204098702,False
50,emotion_025,motor_120,language_025,social_120,-0.0694339370105708,0.02560159487274487,-2.712094201775268,0.013823646355393817,False
51,emotion_025,motor_120,language_050,wm_001,-0.9199819140386045,0.023646386933234387,-38.9058132490251,1.3986809851104209e-19,True
52,emotion_025,motor_120,language_075,wm_010,-0.6637502655961594,0.02261092504274628,-29.355290167975433,2.7118815474046537e-17,True
53,emotion_025,motor_120,language_120,wm_025,-0.5465934042893068,0.027128686965743883,-20.148170273758733,2.784728049903165e-14,True
54,emotion_025,motor_120,motor_001,wm_050,0.2607528376321566,0.02880813892448856,9.051360045008037,2.5558974822826124e-08,True
55,emotion_025,motor_120,motor_010,wm_075,-0.10937272676142926,0.02571520289590267,-4.2532321134769715,0.0004298348961568158,False
56,emotion_025,motor_120,motor_025,wm_120,-0.18542094884923835,0.029723848922260373,-6.2381204175202045,5.435995454317479e-06,True
57,emotion_050,relational_001,emotion_075,relational_010,0.07879654386256853,0.027582576674501817,2.856750650689226,0.010092040679316,False
58,emotion_050,relational_001,emotion_120,relational_025,0.10821457951631533,0.022216585910872746,4.87089150198165,0.00010614032038328494,True
59,emotion_050,relational_001,gambling_001,relational_050,0.8787583371606467,0.02685792479518652,32.71877272208826,3.587049189152229e-18,True
60,emotion_050,relational_001,gambling_010,relational_075,0.9127479041615736,0.02596780229264006,35.149216474906304,9.389512615787129e-19,True
61,emotion_050,relational_001,gambling_025,relational_120,0.9065856381633717,0.024112212430713507,37.59860862077453,2.656352944098544e-19,True
62,emotion_050,relational_001,gambling_050,social_001,0.7386466303899504,0.020357146744544648,36.28438894993447,5.17644236872654e-19,True
63,emotion_050,relational_001,gambling_075,social_010,1.0282628808570313,0.02416085860955761,42.55903722106418,2.5891799493935025e-20,True
64,emotion_050,relational_001,gambling_120,social_025,1.1475332344452858,0.023668297393429384,48.48397902773757,2.223367973796928e-21,True
65,emotion_050,relational_001,language_001,social_050,0.9131164314113214,0.03524864137670557,25.905010682617796,2.760623684254955e-16,True
66,emotion_050,relational_001,language_010,social_075,0.6127189825446099,0.02360144980825976,25.961073896832286,2.6523777623469625e-16,True
67,emotion_050,relational_001,language_025,social_120,0.5984228666482732,0.027411084562669132,21.831418792646353,6.439328218194705e-15,True
68,emotion_050,relational_001,language_050,wm_001,-0.2521251103797607,0.027103967822501948,-9.302147642399586,1.6657387357948817e-08,True
69,emotion_050,relational_001,language_075,wm_010,0.00410653806268445,0.024550825290980263,0.16726680321386805,0.8689275401948857,False
70,emotion_050,relational_001,language_120,wm_025,0.1212633993695372,0.02904368135289097,4.1752076087099335,0.0005135605815672523,False
71,emotion_050,relational_001,motor_001,wm_050,0.9286096412910005,0.02483391233392073,37.39280500006475,2.9444313829931114e-19,True
72,emotion_050,relational_001,motor_010,wm_075,0.5584840768974149,0.026648905372751858,20.95711133668016,1.3592162350700415e-14,True
73,emotion_050,relational_001,motor_025,wm_120,0.4824358548096056,0.031004483456730406,15.560196494900133,2.882897117795404e-12,True
74,emotion_075,relational_010,emotion_120,relational_025,0.0294180356537468,0.032911631306415674,0.8938492103249879,0.38258553248031224,False
75,emotion_075,relational_010,gambling_001,relational_050,0.7999617932980779,0.027043243054884605,29.58083805535251,2.3518030659388957e-17,True
76,emotion_075,relational_010,gambling_010,relational_075,0.8339513602990051,0.026200750339569968,31.829293035151018,6.001860188035122e-18,True
77,emotion_075,relational_010,gambling_025,relational_120,0.827789094300803,0.025894356613287907,31.967934429234525,5.5341120683491814e-18,True
78,emotion_075,relational_010,gambling_050,social_001,0.6598500865273819,0.03495972321688096,18.874579825299097,9.102334640966255e-14,True
79,emotion_075,relational_010,gambling_075,social_010,0.9494663369944629,0.029615722110287318,32.059536939828874,5.246220556524229e-18,True
80,emotion_075,relational_010,gambling_120,social_025,1.068736690582717,0.022591614035492938,47.30678777105789,3.533826781286178e-21,True
81,emotion_075,relational_010,language_001,social_050,0.8343198875487529,0.03310424383343145,25.202807584029046,4.588394347082317e-16,True
82,emotion_075,relational_010,language_010,social_075,0.5339224386820413,0.025122683788377412,21.252603550622705,1.052586015818639e-14,True
83,emotion_075,relational_010,language_025,social_120,0.5196263227857046,0.021894422111774912,23.733274170604734,1.3894713613138512e-15,True
84,emotion_075,relational_010,language_050,wm_001,-0.3309216542423293,0.02554965829305342,-12.952097067079055,7.061026041815661e-11,True
85,emotion_075,relational_010,language_075,wm_010,-0.07469000579988408,0.024625615133097405,-3.033020917292699,0.006842112436242785,False
86,emotion_075,relational_010,language_120,wm_025,0.042466855506968666,0.029094805257739487,1.4596026723936257,0.16073616033077628,False
87,emotion_075,relational_010,motor_001,wm_050,0.849813097428432,0.03044591996430365,27.912216100705653,6.922096698056332e-17,True
88,emotion_075,relational_010,motor_010,wm_075,0.47968753303484624,0.023662745830386543,20.27184573055148,2.491293975628105e-14,True
89,emotion_075,relational_010,motor_025,wm_120,0.4036393109470372,0.025349428742195094,15.923014086513284,1.9166441624531655e-12,True
90,emotion_120,relational_025,gambling_001,relational_050,0.7705437576443313,0.027637325192381396,27.8805474943987,7.069560508330953e-17,True
91,emotion_120,relational_025,gambling_010,relational_075,0.8045333246452584,0.02704844083741421,29.744166382130384,2.1226602198493378e-17,True
92,emotion_120,relational_025,gambling_025,relational_120,0.7983710586470563,0.025055235467168358,31.864440455697096,5.879475707978594e-18,True
93,emotion_120,relational_025,gambling_050,social_001,0.630432050873635,0.02389291088485527,26.385736502003184,1.9642303460287728e-16,True
94,emotion_120,relational_025,gambling_075,social_010,0.920048301340716,0.03262788474512117,28.198220893810483,5.72803765046606e-17,True
95,emotion_120,relational_025,gambling_120,social_025,1.0393186549289706,0.027232898303359274,38.164085340882245,2.0074298223829347e-19,True
96,emotion_120,relational_025,language_001,social_050,0.804901851895006,0.045289576512992195,17.772342200287618,2.693428236775077e-13,True
97,emotion_120,relational_025,language_010,social_075,0.5045044030282945,0.03260475928720076,15.473336226295693,3.182743417208985e-12,True
98,emotion_120,relational_025,language_025,social_120,0.4902082871319579,0.03590053913915592,13.654621877176732,2.839981219456824e-11,True
99,emotion_120,relational_025,language_050,wm_001,-0.360339689896076,0.03392700379758021,-10.62102896105953,1.976957031049974e-09,True
100,emotion_120,relational_025,language_075,wm_010,-0.10410804145363087,0.03349024166007197,-3.10860824804831,0.005783059881838732,False
101,emotion_120,relational_025,language_120,wm_025,0.013048819853221861,0.030985326070431262,0.4211290151848398,0.678386443122026,False
102,emotion_120,relational_025,motor_001,wm_050,0.8203950617746854,0.029732573841295334,27.592466974226273,8.57293240620672e-17,True
103,emotion_120,relational_025,motor_010,wm_075,0.45026949738109934,0.03257428332090921,13.822852000924128,2.296564345811513e-11,True
104,emotion_120,relational_025,motor_025,wm_120,0.37422127529329025,0.034879655658310145,10.728926883890587,1.6747591797540155e-09,True
105,gambling_001,relational_050,gambling_010,relational_075,0.033989567000927076,0.023665924688382228,1.4362239146992974,0.1672001766893812,False
106,gambling_001,relational_050,gambling_025,relational_120,0.027827301002724975,0.0188846306869253,1.4735422399332965,0.1569800132655996,False
107,gambling_001,relational_050,gambling_050,social_001,-0.14011170677069626,0.026408201531075808,-5.30561335673768,4.0356387324139034e-05,True
108,gambling_001,relational_050,gambling_075,social_010,0.14950454369638488,0.029086450289140364,5.140006505097787,5.820830167744886e-05,True
109,gambling_001,relational_050,gambling_120,social_025,0.26877489728463916,0.02816945417086092,9.541359788315162,1.1150864519704082e-08,True
110,gambling_001,relational_050,language_001,social_050,0.03435809425067482,0.04150446676850034,0.8278167851743314,0.4180512518250026,False
111,gambling_001,relational_050,language_010,social_075,-0.26603935461603667,0.03304593396518151,-8.050592696104344,1.5259554828256733e-07,True
112,gambling_001,relational_050,language_025,social_120,-0.28033547051237334,0.02961759063149368,-9.465167980756691,1.2662069185314742e-08,True
113,gambling_001,relational_050,language_050,wm_001,-1.1308834475404073,0.02404497471385087,-47.032008184603036,3.943904687795658e-21,True
114,gambling_001,relational_050,language_075,wm_010,-0.8746517990979621,0.023778905839244312,-36.782676419637916,4.008568233699702e-19,True
115,gambling_001,relational_050,language_120,wm_025,-0.7574949377911093,0.026193473559954845,-28.91922432728373,3.582537072462245e-17,True
116,gambling_001,relational_050,motor_001,wm_050,0.04985130413035404,0.03187380556338788,1.56402109033432,0.1343157325733742,False
