,acc,sample_size,task,learning_scheme,hp_optim
0,0.8110343942875815,1,social,scratch,motor-hcp
0,0.6751315329370317,1,social,scratch,motor-hcp
0,0.74096470220302,1,social,scratch,motor-hcp
0,0.775397496610753,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
0,0.6435011087932844,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
0,0.7075844367253556,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
0,0.6435011087932844,1,social,scratch,motor-hcp
0,0.5527151130967832,1,social,scratch,motor-hcp
0,0.4389618856097607,1,social,scratch,motor-hcp
1,0.9702021999288456,10,social,scratch,motor-hcp
1,1.181035593997422,10,social,scratch,motor-hcp
1,0.8867150949995675,10,social,scratch,motor-hcp
1,1.253235897503375,10,social,scratch,motor-hcp
1,1.1197695149986342,10,social,scratch,motor-hcp
1,1.015985293814825,10,social,scratch,motor-hcp
1,0.8867150949995675,10,social,scratch,motor-hcp
1,0.74096470220302,10,social,scratch,motor-hcp
1,0.8867150949995675,10,social,scratch,motor-hcp
1,0.9702021999288456,10,social,scratch,motor-hcp
1,0.8867150949995675,10,social,scratch,motor-hcp
1,0.6751315329370317,10,social,scratch,motor-hcp
1,0.8110343942875815,10,social,scratch,motor-hcp
1,1.1197695149986342,10,social,scratch,motor-hcp
1,0.9272952180016123,10,social,scratch,motor-hcp
1,0.9702021999288456,10,social,scratch,motor-hcp
1,0.7075844367253556,10,social,scratch,motor-hcp
1,0.9272952180016123,10,social,scratch,motor-hcp
1,0.74096470220302,10,social,scratch,motor-hcp
1,0.775397496610753,10,social,scratch,motor-hcp
2,1.1197695149986342,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.181035593997422,25,social,scratch,motor-hcp
2,1.181035593997422,25,social,scratch,motor-hcp
2,1.0654358165107394,25,social,scratch,motor-hcp
2,1.1197695149986342,25,social,scratch,motor-hcp
2,0.9702021999288456,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.1197695149986342,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.3467210414930773,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.181035593997422,25,social,scratch,motor-hcp
2,1.253235897503375,25,social,scratch,motor-hcp
2,1.1197695149986342,25,social,scratch,motor-hcp
2,1.1197695149986342,25,social,scratch,motor-hcp
2,1.0654358165107394,25,social,scratch,motor-hcp
2,1.3467210414930773,25,social,scratch,motor-hcp
3,1.5707963267948966,50,social,scratch,motor-hcp
3,1.3467210414930773,50,social,scratch,motor-hcp
3,1.253235897503375,50,social,scratch,motor-hcp
3,1.3467210414930773,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.1197695149986342,50,social,scratch,motor-hcp
3,1.015985293814825,50,social,scratch,motor-hcp
3,1.3467210414930773,50,social,scratch,motor-hcp
3,1.253235897503375,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.015985293814825,50,social,scratch,motor-hcp
3,1.3467210414930773,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.181035593997422,50,social,scratch,motor-hcp
3,1.253235897503375,50,social,scratch,motor-hcp
3,1.1197695149986342,50,social,scratch,motor-hcp
3,1.0654358165107394,50,social,scratch,motor-hcp
4,1.181035593997422,75,social,scratch,motor-hcp
4,1.181035593997422,75,social,scratch,motor-hcp
4,1.253235897503375,75,social,scratch,motor-hcp
4,1.253235897503375,75,social,scratch,motor-hcp
4,1.1197695149986342,75,social,scratch,motor-hcp
4,1.181035593997422,75,social,scratch,motor-hcp
4,1.253235897503375,75,social,scratch,motor-hcp
4,1.3467210414930773,75,social,scratch,motor-hcp
4,1.5707963267948966,75,social,scratch,motor-hcp
4,1.181035593997422,75,social,scratch,motor-hcp
4,1.3467210414930773,75,social,scratch,motor-hcp
4,1.5707963267948966,75,social,scratch,motor-hcp
4,1.253235897503375,75,social,scratch,motor-hcp
4,1.3467210414930773,75,social,scratch,motor-hcp
4,1.253235897503375,75,social,scratch,motor-hcp
4,1.253235897503375,75,social,scratch,motor-hcp
4,1.181035593997422,75,social,scratch,motor-hcp
4,1.3467210414930773,75,social,scratch,motor-hcp
4,1.5707963267948966,75,social,scratch,motor-hcp
4,1.181035593997422,75,social,scratch,motor-hcp
5,1.253235897503375,120,social,scratch,motor-hcp
5,1.1197695149986342,120,social,scratch,motor-hcp
5,1.1197695149986342,120,social,scratch,motor-hcp
5,1.181035593997422,120,social,scratch,motor-hcp
5,1.181035593997422,120,social,scratch,motor-hcp
5,1.3467210414930773,120,social,scratch,motor-hcp
5,1.181035593997422,120,social,scratch,motor-hcp
5,1.0654358165107394,120,social,scratch,motor-hcp
5,1.253235897503375,120,social,scratch,motor-hcp
5,1.1197695149986342,120,social,scratch,motor-hcp
5,1.181035593997422,120,social,scratch,motor-hcp
5,1.0654358165107394,120,social,scratch,motor-hcp
5,1.1197695149986342,120,social,scratch,motor-hcp
5,1.0654358165107394,120,social,scratch,motor-hcp
5,1.253235897503375,120,social,scratch,motor-hcp
5,1.253235897503375,120,social,scratch,motor-hcp
5,1.253235897503375,120,social,scratch,motor-hcp
5,1.0654358165107394,120,social,scratch,motor-hcp
5,1.181035593997422,120,social,scratch,motor-hcp
5,1.181035593997422,120,social,scratch,motor-hcp
0,0.8867150949995675,1,social,pretrained,motor-hcp
0,0.5235987755982989,1,social,pretrained,motor-hcp
0,0.4389618856097607,1,social,pretrained,motor-hcp
0,0.7075844367253556,1,social,pretrained,motor-hcp
0,0.9702021999288456,1,social,pretrained,motor-hcp
0,1.015985293814825,1,social,pretrained,motor-hcp
0,0.74096470220302,1,social,pretrained,motor-hcp
0,1.015985293814825,1,social,pretrained,motor-hcp
0,0.9702021999288456,1,social,pretrained,motor-hcp
0,0.4667653390472964,1,social,pretrained,motor-hcp
0,0.8867150949995675,1,social,pretrained,motor-hcp
0,0.9702021999288456,1,social,pretrained,motor-hcp
0,0.6126041480486224,1,social,pretrained,motor-hcp
0,0.8110343942875815,1,social,pretrained,motor-hcp
0,0.848062078981481,1,social,pretrained,motor-hcp
0,0.74096470220302,1,social,pretrained,motor-hcp
0,0.8110343942875815,1,social,pretrained,motor-hcp
0,0.8110343942875815,1,social,pretrained,motor-hcp
0,0.5235987755982989,1,social,pretrained,motor-hcp
0,0.5823642378687435,1,social,pretrained,motor-hcp
1,1.015985293814825,10,social,pretrained,motor-hcp
1,0.9702021999288456,10,social,pretrained,motor-hcp
1,0.8867150949995675,10,social,pretrained,motor-hcp
1,0.9702021999288456,10,social,pretrained,motor-hcp
1,1.1197695149986342,10,social,pretrained,motor-hcp
1,0.9272952180016123,10,social,pretrained,motor-hcp
1,0.9272952180016123,10,social,pretrained,motor-hcp
1,0.9702021999288456,10,social,pretrained,motor-hcp
1,1.253235897503375,10,social,pretrained,motor-hcp
1,1.0654358165107394,10,social,pretrained,motor-hcp
1,0.8867150949995675,10,social,pretrained,motor-hcp
1,1.015985293814825,10,social,pretrained,motor-hcp
1,0.848062078981481,10,social,pretrained,motor-hcp
1,0.775397496610753,10,social,pretrained,motor-hcp
1,0.775397496610753,10,social,pretrained,motor-hcp
1,0.8110343942875815,10,social,pretrained,motor-hcp
1,1.253235897503375,10,social,pretrained,motor-hcp
1,1.015985293814825,10,social,pretrained,motor-hcp
1,1.181035593997422,10,social,pretrained,motor-hcp
1,1.015985293814825,10,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.0654358165107394,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.253235897503375,25,social,pretrained,motor-hcp
2,1.1197695149986342,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.1197695149986342,25,social,pretrained,motor-hcp
2,1.3467210414930773,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,0.9702021999288456,25,social,pretrained,motor-hcp
2,1.1197695149986342,25,social,pretrained,motor-hcp
2,1.1197695149986342,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.0654358165107394,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.253235897503375,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
2,1.1197695149986342,25,social,pretrained,motor-hcp
2,1.181035593997422,25,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.1197695149986342,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.253235897503375,50,social,pretrained,motor-hcp
3,1.015985293814825,50,social,pretrained,motor-hcp
3,1.0654358165107394,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.1197695149986342,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.1197695149986342,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.1197695149986342,50,social,pretrained,motor-hcp
3,1.253235897503375,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.1197695149986342,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
3,1.181035593997422,50,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.253235897503375,75,social,pretrained,motor-hcp
4,1.253235897503375,75,social,pretrained,motor-hcp
4,1.253235897503375,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.181035593997422,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.0654358165107394,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.181035593997422,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.181035593997422,75,social,pretrained,motor-hcp
4,1.181035593997422,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
4,1.253235897503375,75,social,pretrained,motor-hcp
4,1.1197695149986342,75,social,pretrained,motor-hcp
5,1.253235897503375,120,social,pretrained,motor-hcp
5,1.253235897503375,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.1197695149986342,120,social,pretrained,motor-hcp
5,1.1197695149986342,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.1197695149986342,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.253235897503375,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
5,1.0654358165107394,120,social,pretrained,motor-hcp
5,1.253235897503375,120,social,pretrained,motor-hcp
5,1.253235897503375,120,social,pretrained,motor-hcp
5,1.1197695149986342,120,social,pretrained,motor-hcp
5,1.1197695149986342,120,social,pretrained,motor-hcp
5,1.1197695149986342,120,social,pretrained,motor-hcp
5,1.181035593997422,120,social,pretrained,motor-hcp
0,0.35757110364551026,1,wm,scratch,motor-hcp
0,0.25268025514207865,1,wm,scratch,motor-hcp
0,0.3843967744956391,1,wm,scratch,motor-hcp
0,0.25268025514207865,1,wm,scratch,motor-hcp
0,0.3046926540153975,1,wm,scratch,motor-hcp
0,0.31782370392788073,1,wm,scratch,motor-hcp
0,0.3046926540153975,1,wm,scratch,motor-hcp
0,0.2785897023916506,1,wm,scratch,motor-hcp
0,0.3979181619596103,1,wm,scratch,motor-hcp
0,0.3979181619596103,1,wm,scratch,motor-hcp
0,0.35757110364551026,1,wm,scratch,motor-hcp
0,0.34425979934871065,1,wm,scratch,motor-hcp
0,0.2785897023916506,1,wm,scratch,motor-hcp
0,0.25268025514207865,1,wm,scratch,motor-hcp
0,0.25268025514207865,1,wm,scratch,motor-hcp
0,0.34425979934871065,1,wm,scratch,motor-hcp
0,0.25268025514207865,1,wm,scratch,motor-hcp
0,0.29161561039308725,1,wm,scratch,motor-hcp
0,0.35757110364551026,1,wm,scratch,motor-hcp
0,0.3709489488751403,1,wm,scratch,motor-hcp
1,0.9067420495521463,10,wm,scratch,motor-hcp
1,0.6751315329370317,10,wm,scratch,motor-hcp
1,0.6912490366733696,10,wm,scratch,motor-hcp
1,0.6279659846369483,10,wm,scratch,motor-hcp
1,0.5823642378687435,10,wm,scratch,motor-hcp
1,0.5527151130967832,10,wm,scratch,motor-hcp
1,0.758040765426236,10,wm,scratch,motor-hcp
1,0.8293610372072463,10,wm,scratch,motor-hcp
1,0.7241513634730852,10,wm,scratch,motor-hcp
1,0.758040765426236,10,wm,scratch,motor-hcp
1,0.8293610372072463,10,wm,scratch,motor-hcp
1,0.5823642378687435,10,wm,scratch,motor-hcp
1,0.5674696270743214,10,wm,scratch,motor-hcp
1,0.6912490366733696,10,wm,scratch,motor-hcp
1,0.5974064166453502,10,wm,scratch,motor-hcp
1,0.8867150949995675,10,wm,scratch,motor-hcp
1,0.6751315329370317,10,wm,scratch,motor-hcp
1,0.775397496610753,10,wm,scratch,motor-hcp
1,0.7241513634730852,10,wm,scratch,motor-hcp
1,0.4251967273508751,10,wm,scratch,motor-hcp
2,0.992691962228553,25,wm,scratch,motor-hcp
2,0.8671684240537588,25,wm,scratch,motor-hcp
2,0.9272952180016123,25,wm,scratch,motor-hcp
2,0.775397496610753,25,wm,scratch,motor-hcp
2,1.0654358165107394,25,wm,scratch,motor-hcp
2,0.7241513634730852,25,wm,scratch,motor-hcp
2,0.9272952180016123,25,wm,scratch,motor-hcp
2,0.9702021999288456,25,wm,scratch,motor-hcp
2,0.8671684240537588,25,wm,scratch,motor-hcp
2,0.948427838239876,25,wm,scratch,motor-hcp
2,1.0401892223693177,25,wm,scratch,motor-hcp
2,0.8671684240537588,25,wm,scratch,motor-hcp
2,0.948427838239876,25,wm,scratch,motor-hcp
2,0.948427838239876,25,wm,scratch,motor-hcp
2,1.0918912419200864,25,wm,scratch,motor-hcp
2,0.8867150949995675,25,wm,scratch,motor-hcp
2,1.015985293814825,25,wm,scratch,motor-hcp
2,0.9702021999288456,25,wm,scratch,motor-hcp
2,0.6751315329370317,25,wm,scratch,motor-hcp
2,0.948427838239876,25,wm,scratch,motor-hcp
3,0.992691962228553,50,wm,scratch,motor-hcp
3,1.015985293814825,50,wm,scratch,motor-hcp
3,0.992691962228553,50,wm,scratch,motor-hcp
3,1.0654358165107394,50,wm,scratch,motor-hcp
3,0.992691962228553,50,wm,scratch,motor-hcp
3,0.948427838239876,50,wm,scratch,motor-hcp
3,1.0918912419200864,50,wm,scratch,motor-hcp
3,1.015985293814825,50,wm,scratch,motor-hcp
3,0.948427838239876,50,wm,scratch,motor-hcp
3,0.9272952180016123,50,wm,scratch,motor-hcp
3,0.9272952180016123,50,wm,scratch,motor-hcp
3,0.9272952180016123,50,wm,scratch,motor-hcp
3,0.992691962228553,50,wm,scratch,motor-hcp
3,1.0654358165107394,50,wm,scratch,motor-hcp
3,0.992691962228553,50,wm,scratch,motor-hcp
3,1.0401892223693177,50,wm,scratch,motor-hcp
3,0.8867150949995675,50,wm,scratch,motor-hcp
3,0.992691962228553,50,wm,scratch,motor-hcp
3,1.0654358165107394,50,wm,scratch,motor-hcp
3,0.8671684240537588,50,wm,scratch,motor-hcp
4,1.0401892223693177,75,wm,scratch,motor-hcp
4,1.0401892223693177,75,wm,scratch,motor-hcp
4,1.0654358165107394,75,wm,scratch,motor-hcp
4,0.992691962228553,75,wm,scratch,motor-hcp
4,1.0401892223693177,75,wm,scratch,motor-hcp
4,0.948427838239876,75,wm,scratch,motor-hcp
4,1.0401892223693177,75,wm,scratch,motor-hcp
4,1.181035593997422,75,wm,scratch,motor-hcp
4,0.9702021999288456,75,wm,scratch,motor-hcp
4,1.0401892223693177,75,wm,scratch,motor-hcp
4,1.015985293814825,75,wm,scratch,motor-hcp
4,0.9702021999288456,75,wm,scratch,motor-hcp
4,0.9702021999288456,75,wm,scratch,motor-hcp
4,1.0401892223693177,75,wm,scratch,motor-hcp
4,0.9702021999288456,75,wm,scratch,motor-hcp
4,1.0654358165107394,75,wm,scratch,motor-hcp
4,1.015985293814825,75,wm,scratch,motor-hcp
4,1.015985293814825,75,wm,scratch,motor-hcp
4,1.015985293814825,75,wm,scratch,motor-hcp
4,0.992691962228553,75,wm,scratch,motor-hcp
5,1.0654358165107394,120,wm,scratch,motor-hcp
5,1.0918912419200864,120,wm,scratch,motor-hcp
5,1.015985293814825,120,wm,scratch,motor-hcp
5,0.992691962228553,120,wm,scratch,motor-hcp
5,0.992691962228553,120,wm,scratch,motor-hcp
5,1.0918912419200864,120,wm,scratch,motor-hcp
5,1.0401892223693177,120,wm,scratch,motor-hcp
5,1.181035593997422,120,wm,scratch,motor-hcp
5,1.1197695149986342,120,wm,scratch,motor-hcp
5,1.1197695149986342,120,wm,scratch,motor-hcp
5,1.015985293814825,120,wm,scratch,motor-hcp
5,1.015985293814825,120,wm,scratch,motor-hcp
5,1.015985293814825,120,wm,scratch,motor-hcp
5,0.992691962228553,120,wm,scratch,motor-hcp
5,1.015985293814825,120,wm,scratch,motor-hcp
5,1.1197695149986342,120,wm,scratch,motor-hcp
5,0.9272952180016123,120,wm,scratch,motor-hcp
5,1.0918912419200864,120,wm,scratch,motor-hcp
5,1.015985293814825,120,wm,scratch,motor-hcp
5,1.0654358165107394,120,wm,scratch,motor-hcp
0,0.2397913998400652,1,wm,pretrained,motor-hcp
0,0.49496403171689457,1,wm,pretrained,motor-hcp
0,0.2785897023916506,1,wm,pretrained,motor-hcp
0,0.31782370392788073,1,wm,pretrained,motor-hcp
0,0.2785897023916506,1,wm,pretrained,motor-hcp
0,0.1886163861754041,1,wm,pretrained,motor-hcp
0,0.4251967273508751,1,wm,pretrained,motor-hcp
0,0.3046926540153975,1,wm,pretrained,motor-hcp
0,0.4389618856097607,1,wm,pretrained,motor-hcp
0,0.3979181619596103,1,wm,pretrained,motor-hcp
0,0.3709489488751403,1,wm,pretrained,motor-hcp
0,0.29161561039308725,1,wm,pretrained,motor-hcp
0,0.2013579207903308,1,wm,pretrained,motor-hcp
0,0.22694303617851996,1,wm,pretrained,motor-hcp
0,0.4389618856097607,1,wm,pretrained,motor-hcp
0,0.2397913998400652,1,wm,pretrained,motor-hcp
0,0.2397913998400652,1,wm,pretrained,motor-hcp
0,0.2397913998400652,1,wm,pretrained,motor-hcp
0,0.4528165947449256,1,wm,pretrained,motor-hcp
0,0.2397913998400652,1,wm,pretrained,motor-hcp
1,0.5974064166453502,10,wm,pretrained,motor-hcp
1,0.659219403411933,10,wm,pretrained,motor-hcp
1,0.4251967273508751,10,wm,pretrained,motor-hcp
1,0.7075844367253556,10,wm,pretrained,motor-hcp
1,0.5674696270743214,10,wm,pretrained,motor-hcp
1,0.49496403171689457,10,wm,pretrained,motor-hcp
1,0.5380936902123546,10,wm,pretrained,motor-hcp
1,0.659219403411933,10,wm,pretrained,motor-hcp
1,0.758040765426236,10,wm,pretrained,motor-hcp
1,0.6751315329370317,10,wm,pretrained,motor-hcp
1,0.7930547126259009,10,wm,pretrained,motor-hcp
1,0.6912490366733696,10,wm,pretrained,motor-hcp
1,0.4808128311299785,10,wm,pretrained,motor-hcp
1,0.5974064166453502,10,wm,pretrained,motor-hcp
1,0.7075844367253556,10,wm,pretrained,motor-hcp
1,0.4667653390472964,10,wm,pretrained,motor-hcp
1,0.5674696270743214,10,wm,pretrained,motor-hcp
1,0.5974064166453502,10,wm,pretrained,motor-hcp
1,0.659219403411933,10,wm,pretrained,motor-hcp
1,0.5823642378687435,10,wm,pretrained,motor-hcp
2,0.7075844367253556,25,wm,pretrained,motor-hcp
2,0.9272952180016123,25,wm,pretrained,motor-hcp
2,0.948427838239876,25,wm,pretrained,motor-hcp
2,0.775397496610753,25,wm,pretrained,motor-hcp
2,1.015985293814825,25,wm,pretrained,motor-hcp
2,0.9067420495521463,25,wm,pretrained,motor-hcp
2,0.9067420495521463,25,wm,pretrained,motor-hcp
2,0.9272952180016123,25,wm,pretrained,motor-hcp
2,0.8293610372072463,25,wm,pretrained,motor-hcp
2,0.8110343942875815,25,wm,pretrained,motor-hcp
2,0.8671684240537588,25,wm,pretrained,motor-hcp
2,0.9272952180016123,25,wm,pretrained,motor-hcp
2,0.9272952180016123,25,wm,pretrained,motor-hcp
2,0.8293610372072463,25,wm,pretrained,motor-hcp
2,0.948427838239876,25,wm,pretrained,motor-hcp
2,0.8671684240537588,25,wm,pretrained,motor-hcp
2,0.848062078981481,25,wm,pretrained,motor-hcp
2,1.0401892223693177,25,wm,pretrained,motor-hcp
2,0.7241513634730852,25,wm,pretrained,motor-hcp
2,0.948427838239876,25,wm,pretrained,motor-hcp
3,1.0918912419200864,50,wm,pretrained,motor-hcp
3,0.9702021999288456,50,wm,pretrained,motor-hcp
3,1.0401892223693177,50,wm,pretrained,motor-hcp
3,1.1197695149986342,50,wm,pretrained,motor-hcp
3,0.948427838239876,50,wm,pretrained,motor-hcp
3,1.1197695149986342,50,wm,pretrained,motor-hcp
3,0.992691962228553,50,wm,pretrained,motor-hcp
3,1.015985293814825,50,wm,pretrained,motor-hcp
3,1.015985293814825,50,wm,pretrained,motor-hcp
3,0.9702021999288456,50,wm,pretrained,motor-hcp
3,1.0401892223693177,50,wm,pretrained,motor-hcp
3,0.8867150949995675,50,wm,pretrained,motor-hcp
3,1.0654358165107394,50,wm,pretrained,motor-hcp
3,1.015985293814825,50,wm,pretrained,motor-hcp
3,0.8293610372072463,50,wm,pretrained,motor-hcp
3,1.015985293814825,50,wm,pretrained,motor-hcp
3,0.992691962228553,50,wm,pretrained,motor-hcp
3,0.992691962228553,50,wm,pretrained,motor-hcp
3,1.0401892223693177,50,wm,pretrained,motor-hcp
3,1.015985293814825,50,wm,pretrained,motor-hcp
4,0.992691962228553,75,wm,pretrained,motor-hcp
4,1.0654358165107394,75,wm,pretrained,motor-hcp
4,1.0401892223693177,75,wm,pretrained,motor-hcp
4,1.0654358165107394,75,wm,pretrained,motor-hcp
4,1.0401892223693177,75,wm,pretrained,motor-hcp
4,1.0401892223693177,75,wm,pretrained,motor-hcp
4,1.015985293814825,75,wm,pretrained,motor-hcp
4,1.015985293814825,75,wm,pretrained,motor-hcp
4,1.015985293814825,75,wm,pretrained,motor-hcp
4,1.0654358165107394,75,wm,pretrained,motor-hcp
4,0.992691962228553,75,wm,pretrained,motor-hcp
4,0.992691962228553,75,wm,pretrained,motor-hcp
4,0.992691962228553,75,wm,pretrained,motor-hcp
4,1.1197695149986342,75,wm,pretrained,motor-hcp
4,1.0918912419200864,75,wm,pretrained,motor-hcp
4,1.015985293814825,75,wm,pretrained,motor-hcp
4,0.9702021999288456,75,wm,pretrained,motor-hcp
4,0.992691962228553,75,wm,pretrained,motor-hcp
4,1.0654358165107394,75,wm,pretrained,motor-hcp
4,1.1197695149986342,75,wm,pretrained,motor-hcp
5,0.992691962228553,120,wm,pretrained,motor-hcp
5,0.9702021999288456,120,wm,pretrained,motor-hcp
5,0.9272952180016123,120,wm,pretrained,motor-hcp
5,1.0401892223693177,120,wm,pretrained,motor-hcp
5,1.0918912419200864,120,wm,pretrained,motor-hcp
5,0.992691962228553,120,wm,pretrained,motor-hcp
5,1.0654358165107394,120,wm,pretrained,motor-hcp
5,1.0654358165107394,120,wm,pretrained,motor-hcp
5,1.015985293814825,120,wm,pretrained,motor-hcp
5,1.015985293814825,120,wm,pretrained,motor-hcp
5,1.0654358165107394,120,wm,pretrained,motor-hcp
5,1.0654358165107394,120,wm,pretrained,motor-hcp
5,0.992691962228553,120,wm,pretrained,motor-hcp
5,1.0918912419200864,120,wm,pretrained,motor-hcp
5,1.0401892223693177,120,wm,pretrained,motor-hcp
5,0.992691962228553,120,wm,pretrained,motor-hcp
5,1.0918912419200864,120,wm,pretrained,motor-hcp
5,0.992691962228553,120,wm,pretrained,motor-hcp
5,1.015985293814825,120,wm,pretrained,motor-hcp
5,1.1197695149986342,120,wm,pretrained,motor-hcp
