,acc,sample_size,task,learning_scheme,hp_optim
4,1.3467210414930773,75,language,pretrained,motor-hcp
4,1.3467210414930773,75,language,pretrained,motor-hcp
4,1.3467210414930773,75,language,pretrained,motor-hcp
4,1.181035593997422,75,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.5707963267948966,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.253235897503375,120,language,pretrained,motor-hcp
5,1.253235897503375,120,language,pretrained,motor-hcp
5,1.253235897503375,120,language,pretrained,motor-hcp
5,1.253235897503375,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.5707963267948966,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.5707963267948966,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.3467210414930773,120,language,pretrained,motor-hcp
5,1.181035593997422,120,language,pretrained,motor-hcp
5,1.253235897503375,120,language,pretrained,motor-hcp
0,0.6310588407780213,1,motor,scratch,motor-hcp
0,0.5006547124045881,1,motor,scratch,motor-hcp
0,0.3046926540153975,1,motor,scratch,motor-hcp
0,0.2630222029084689,1,motor,scratch,motor-hcp
0,0.41151684606748806,1,motor,scratch,motor-hcp
0,0.5823642378687435,1,motor,scratch,motor-hcp
0,0.8183219506315598,1,motor,scratch,motor-hcp
0,0.40063159270137194,1,motor,scratch,motor-hcp
0,0.5823642378687435,1,motor,scratch,motor-hcp
0,0.8788411516685797,1,motor,scratch,motor-hcp
0,0.4555986733958234,1,motor,scratch,motor-hcp
0,0.4892907780141157,1,motor,scratch,motor-hcp
0,0.3046926540153975,1,motor,scratch,motor-hcp
0,0.618728690672251,1,motor,scratch,motor-hcp
0,0.3790090206959508,1,motor,scratch,motor-hcp
0,0.6435011087932844,1,motor,scratch,motor-hcp
0,0.6687427032023717,1,motor,scratch,motor-hcp
0,0.618728690672251,1,motor,scratch,motor-hcp
0,0.33630357515398035,1,motor,scratch,motor-hcp
0,0.2630222029084689,1,motor,scratch,motor-hcp
1,1.3252308092796046,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.3252308092796046,10,motor,scratch,motor-hcp
1,1.3252308092796046,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.4292568534704693,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.4292568534704693,10,motor,scratch,motor-hcp
1,1.4292568534704693,10,motor,scratch,motor-hcp
1,1.3252308092796046,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.4292568534704693,10,motor,scratch,motor-hcp
1,1.3252308092796046,10,motor,scratch,motor-hcp
1,1.4292568534704693,10,motor,scratch,motor-hcp
1,1.5707963267948966,10,motor,scratch,motor-hcp
1,1.3704614844717768,10,motor,scratch,motor-hcp
1,1.2870022175865687,10,motor,scratch,motor-hcp
1,1.3252308092796046,10,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.5707963267948966,25,motor,scratch,motor-hcp
2,1.5707963267948966,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.3252308092796046,25,motor,scratch,motor-hcp
2,1.3252308092796046,25,motor,scratch,motor-hcp
2,1.3704614844717768,25,motor,scratch,motor-hcp
2,1.3704614844717768,25,motor,scratch,motor-hcp
2,1.5707963267948966,25,motor,scratch,motor-hcp
2,1.3252308092796046,25,motor,scratch,motor-hcp
2,1.5707963267948966,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.5707963267948966,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.3704614844717768,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
2,1.4292568534704693,25,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.5707963267948966,50,motor,scratch,motor-hcp
3,1.5707963267948966,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.5707963267948966,50,motor,scratch,motor-hcp
3,1.5707963267948966,50,motor,scratch,motor-hcp
3,1.3704614844717768,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
3,1.4292568534704693,50,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.3704614844717768,75,motor,scratch,motor-hcp
4,1.4292568534704693,75,motor,scratch,motor-hcp
4,1.4292568534704693,75,motor,scratch,motor-hcp
4,1.4292568534704693,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.4292568534704693,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.4292568534704693,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
4,1.5707963267948966,75,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.4292568534704693,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.4292568534704693,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.4292568534704693,120,motor,scratch,motor-hcp
5,1.4292568534704693,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.4292568534704693,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
5,1.5707963267948966,120,motor,scratch,motor-hcp
0,0.5120897529341477,1,motor,pretrained,motor-hcp
0,0.6065058552130869,1,motor,pretrained,motor-hcp
0,0.5235987755982989,1,motor,pretrained,motor-hcp
0,0.4892907780141157,1,motor,pretrained,motor-hcp
0,0.7342087874533589,1,motor,pretrained,motor-hcp
0,0.4779951985189524,1,motor,pretrained,motor-hcp
0,0.43344532006988595,1,motor,pretrained,motor-hcp
0,0.3046926540153975,1,motor,pretrained,motor-hcp
0,0.444492776935819,1,motor,pretrained,motor-hcp
0,0.5468509506959441,1,motor,pretrained,motor-hcp
0,0.694498265626556,1,motor,pretrained,motor-hcp
0,0.5468509506959441,1,motor,pretrained,motor-hcp
0,0.618728690672251,1,motor,pretrained,motor-hcp
0,0.5351847902755998,1,motor,pretrained,motor-hcp
0,0.5351847902755998,1,motor,pretrained,motor-hcp
0,0.694498265626556,1,motor,pretrained,motor-hcp
0,0.35757110364551026,1,motor,pretrained,motor-hcp
0,0.25268025514207865,1,motor,pretrained,motor-hcp
0,0.570437109399922,1,motor,pretrained,motor-hcp
0,0.6065058552130869,1,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.3704614844717768,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.3252308092796046,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.3704614844717768,10,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.3704614844717768,10,motor,pretrained,motor-hcp
1,1.3252308092796046,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.5707963267948966,10,motor,pretrained,motor-hcp
1,1.4292568534704693,10,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.3704614844717768,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.3704614844717768,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.4292568534704693,25,motor,pretrained,motor-hcp
2,1.5707963267948966,25,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.4292568534704693,50,motor,pretrained,motor-hcp
3,1.4292568534704693,50,motor,pretrained,motor-hcp
3,1.4292568534704693,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.4292568534704693,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.4292568534704693,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.4292568534704693,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
3,1.5707963267948966,50,motor,pretrained,motor-hcp
4,1.4292568534704693,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.4292568534704693,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.4292568534704693,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
4,1.4292568534704693,75,motor,pretrained,motor-hcp
4,1.4292568534704693,75,motor,pretrained,motor-hcp
4,1.5707963267948966,75,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.5707963267948966,120,motor,pretrained,motor-hcp
5,1.4292568534704693,120,motor,pretrained,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.6126041480486224,1,relational,scratch,motor-hcp
0,0.6435011087932844,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5527151130967832,1,relational,scratch,motor-hcp
0,0.5527151130967832,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.5527151130967832,1,relational,scratch,motor-hcp
0,0.5235987755982989,1,relational,scratch,motor-hcp
0,0.4667653390472964,1,relational,scratch,motor-hcp
1,0.49496403171689457,10,relational,scratch,motor-hcp
1,0.5235987755982989,10,relational,scratch,motor-hcp
1,0.775397496610753,10,relational,scratch,motor-hcp
1,0.5235987755982989,10,relational,scratch,motor-hcp
1,0.6126041480486224,10,relational,scratch,motor-hcp
1,0.7075844367253556,10,relational,scratch,motor-hcp
1,0.848062078981481,10,relational,scratch,motor-hcp
1,0.5235987755982989,10,relational,scratch,motor-hcp
1,0.6751315329370317,10,relational,scratch,motor-hcp
1,0.5823642378687435,10,relational,scratch,motor-hcp
1,0.6435011087932844,10,relational,scratch,motor-hcp
1,0.5235987755982989,10,relational,scratch,motor-hcp
1,0.74096470220302,10,relational,scratch,motor-hcp
1,0.6435011087932844,10,relational,scratch,motor-hcp
1,0.775397496610753,10,relational,scratch,motor-hcp
1,0.848062078981481,10,relational,scratch,motor-hcp
1,0.8110343942875815,10,relational,scratch,motor-hcp
1,0.5235987755982989,10,relational,scratch,motor-hcp
1,0.6751315329370317,10,relational,scratch,motor-hcp
1,0.5823642378687435,10,relational,scratch,motor-hcp
2,0.7075844367253556,25,relational,scratch,motor-hcp
2,0.74096470220302,25,relational,scratch,motor-hcp
2,0.775397496610753,25,relational,scratch,motor-hcp
2,0.775397496610753,25,relational,scratch,motor-hcp
2,0.74096470220302,25,relational,scratch,motor-hcp
2,1.0654358165107394,25,relational,scratch,motor-hcp
2,1.015985293814825,25,relational,scratch,motor-hcp
2,0.8110343942875815,25,relational,scratch,motor-hcp
2,0.7075844367253556,25,relational,scratch,motor-hcp
2,0.5235987755982989,25,relational,scratch,motor-hcp
2,0.7075844367253556,25,relational,scratch,motor-hcp
2,0.848062078981481,25,relational,scratch,motor-hcp
2,0.848062078981481,25,relational,scratch,motor-hcp
2,0.9272952180016123,25,relational,scratch,motor-hcp
2,0.848062078981481,25,relational,scratch,motor-hcp
2,0.8110343942875815,25,relational,scratch,motor-hcp
2,0.9272952180016123,25,relational,scratch,motor-hcp
2,0.9272952180016123,25,relational,scratch,motor-hcp
2,0.74096470220302,25,relational,scratch,motor-hcp
2,0.6751315329370317,25,relational,scratch,motor-hcp
3,0.9272952180016123,50,relational,scratch,motor-hcp
3,0.5235987755982989,50,relational,scratch,motor-hcp
3,0.6126041480486224,50,relational,scratch,motor-hcp
3,1.0654358165107394,50,relational,scratch,motor-hcp
3,0.848062078981481,50,relational,scratch,motor-hcp
3,0.74096470220302,50,relational,scratch,motor-hcp
3,0.9702021999288456,50,relational,scratch,motor-hcp
3,0.8867150949995675,50,relational,scratch,motor-hcp
3,0.8110343942875815,50,relational,scratch,motor-hcp
3,0.8110343942875815,50,relational,scratch,motor-hcp
3,0.775397496610753,50,relational,scratch,motor-hcp
3,0.9272952180016123,50,relational,scratch,motor-hcp
3,0.7075844367253556,50,relational,scratch,motor-hcp
3,1.0654358165107394,50,relational,scratch,motor-hcp
3,0.8110343942875815,50,relational,scratch,motor-hcp
3,0.848062078981481,50,relational,scratch,motor-hcp
3,0.9272952180016123,50,relational,scratch,motor-hcp
3,0.848062078981481,50,relational,scratch,motor-hcp
3,0.74096470220302,50,relational,scratch,motor-hcp
3,0.8867150949995675,50,relational,scratch,motor-hcp
4,0.9702021999288456,75,relational,scratch,motor-hcp
4,0.7075844367253556,75,relational,scratch,motor-hcp
4,0.8867150949995675,75,relational,scratch,motor-hcp
4,0.8110343942875815,75,relational,scratch,motor-hcp
4,0.8867150949995675,75,relational,scratch,motor-hcp
4,0.848062078981481,75,relational,scratch,motor-hcp
4,0.8867150949995675,75,relational,scratch,motor-hcp
4,0.848062078981481,75,relational,scratch,motor-hcp
4,0.775397496610753,75,relational,scratch,motor-hcp
4,0.8110343942875815,75,relational,scratch,motor-hcp
4,0.6126041480486224,75,relational,scratch,motor-hcp
4,0.5823642378687435,75,relational,scratch,motor-hcp
4,0.9702021999288456,75,relational,scratch,motor-hcp
4,0.9702021999288456,75,relational,scratch,motor-hcp
4,0.8110343942875815,75,relational,scratch,motor-hcp
4,1.1197695149986342,75,relational,scratch,motor-hcp
4,0.8867150949995675,75,relational,scratch,motor-hcp
4,0.848062078981481,75,relational,scratch,motor-hcp
4,0.9702021999288456,75,relational,scratch,motor-hcp
4,0.8867150949995675,75,relational,scratch,motor-hcp
5,1.0654358165107394,120,relational,scratch,motor-hcp
5,0.6435011087932844,120,relational,scratch,motor-hcp
5,0.775397496610753,120,relational,scratch,motor-hcp
5,0.775397496610753,120,relational,scratch,motor-hcp
5,0.8867150949995675,120,relational,scratch,motor-hcp
5,1.015985293814825,120,relational,scratch,motor-hcp
5,1.1197695149986342,120,relational,scratch,motor-hcp
5,0.9702021999288456,120,relational,scratch,motor-hcp
5,0.74096470220302,120,relational,scratch,motor-hcp
5,0.9702021999288456,120,relational,scratch,motor-hcp
5,0.8110343942875815,120,relational,scratch,motor-hcp
5,0.8110343942875815,120,relational,scratch,motor-hcp
5,0.848062078981481,120,relational,scratch,motor-hcp
5,1.015985293814825,120,relational,scratch,motor-hcp
5,0.9702021999288456,120,relational,scratch,motor-hcp
5,1.015985293814825,120,relational,scratch,motor-hcp
5,0.9702021999288456,120,relational,scratch,motor-hcp
5,0.9272952180016123,120,relational,scratch,motor-hcp
5,0.6751315329370317,120,relational,scratch,motor-hcp
5,0.9702021999288456,120,relational,scratch,motor-hcp
0,0.6126041480486224,1,relational,pretrained,motor-hcp
0,0.4667653390472964,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.5527151130967832,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.4667653390472964,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.6435011087932844,1,relational,pretrained,motor-hcp
0,0.5527151130967832,1,relational,pretrained,motor-hcp
0,0.5823642378687435,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.6126041480486224,1,relational,pretrained,motor-hcp
0,0.5235987755982989,1,relational,pretrained,motor-hcp
0,0.4389618856097607,1,relational,pretrained,motor-hcp
0,0.4389618856097607,1,relational,pretrained,motor-hcp
0,0.5823642378687435,1,relational,pretrained,motor-hcp
1,0.6435011087932844,10,relational,pretrained,motor-hcp
1,0.5235987755982989,10,relational,pretrained,motor-hcp
1,0.5823642378687435,10,relational,pretrained,motor-hcp
1,0.5235987755982989,10,relational,pretrained,motor-hcp
1,0.5823642378687435,10,relational,pretrained,motor-hcp
1,0.5527151130967832,10,relational,pretrained,motor-hcp
1,0.775397496610753,10,relational,pretrained,motor-hcp
1,0.5527151130967832,10,relational,pretrained,motor-hcp
1,0.5823642378687435,10,relational,pretrained,motor-hcp
1,0.848062078981481,10,relational,pretrained,motor-hcp
1,0.5527151130967832,10,relational,pretrained,motor-hcp
1,0.5823642378687435,10,relational,pretrained,motor-hcp
1,0.6435011087932844,10,relational,pretrained,motor-hcp
1,0.7075844367253556,10,relational,pretrained,motor-hcp
1,0.848062078981481,10,relational,pretrained,motor-hcp
1,0.6126041480486224,10,relational,pretrained,motor-hcp
1,0.8110343942875815,10,relational,pretrained,motor-hcp
1,0.5235987755982989,10,relational,pretrained,motor-hcp
1,0.6126041480486224,10,relational,pretrained,motor-hcp
1,0.775397496610753,10,relational,pretrained,motor-hcp
2,0.6751315329370317,25,relational,pretrained,motor-hcp
2,0.5823642378687435,25,relational,pretrained,motor-hcp
2,0.6126041480486224,25,relational,pretrained,motor-hcp
2,0.775397496610753,25,relational,pretrained,motor-hcp
2,0.6126041480486224,25,relational,pretrained,motor-hcp
2,0.775397496610753,25,relational,pretrained,motor-hcp
2,0.6435011087932844,25,relational,pretrained,motor-hcp
2,0.5823642378687435,25,relational,pretrained,motor-hcp
2,0.5823642378687435,25,relational,pretrained,motor-hcp
2,0.5823642378687435,25,relational,pretrained,motor-hcp
2,0.41151684606748806,25,relational,pretrained,motor-hcp
2,0.5527151130967832,25,relational,pretrained,motor-hcp
2,0.848062078981481,25,relational,pretrained,motor-hcp
2,0.7075844367253556,25,relational,pretrained,motor-hcp
2,0.7075844367253556,25,relational,pretrained,motor-hcp
2,0.775397496610753,25,relational,pretrained,motor-hcp
2,0.74096470220302,25,relational,pretrained,motor-hcp
2,0.5823642378687435,25,relational,pretrained,motor-hcp
2,0.6435011087932844,25,relational,pretrained,motor-hcp
2,0.6435011087932844,25,relational,pretrained,motor-hcp
3,0.9272952180016123,50,relational,pretrained,motor-hcp
3,0.775397496610753,50,relational,pretrained,motor-hcp
3,0.8867150949995675,50,relational,pretrained,motor-hcp
3,0.848062078981481,50,relational,pretrained,motor-hcp
3,0.8110343942875815,50,relational,pretrained,motor-hcp
3,0.6435011087932844,50,relational,pretrained,motor-hcp
3,0.9702021999288456,50,relational,pretrained,motor-hcp
3,1.181035593997422,50,relational,pretrained,motor-hcp
3,0.8867150949995675,50,relational,pretrained,motor-hcp
3,0.9702021999288456,50,relational,pretrained,motor-hcp
3,0.775397496610753,50,relational,pretrained,motor-hcp
3,0.74096470220302,50,relational,pretrained,motor-hcp
3,0.8867150949995675,50,relational,pretrained,motor-hcp
3,0.8867150949995675,50,relational,pretrained,motor-hcp
3,0.9272952180016123,50,relational,pretrained,motor-hcp
3,0.74096470220302,50,relational,pretrained,motor-hcp
3,0.8867150949995675,50,relational,pretrained,motor-hcp
3,1.1197695149986342,50,relational,pretrained,motor-hcp
3,0.6751315329370317,50,relational,pretrained,motor-hcp
3,0.9702021999288456,50,relational,pretrained,motor-hcp
4,1.0654358165107394,75,relational,pretrained,motor-hcp
4,0.8867150949995675,75,relational,pretrained,motor-hcp
4,0.775397496610753,75,relational,pretrained,motor-hcp
4,0.9702021999288456,75,relational,pretrained,motor-hcp
4,1.0654358165107394,75,relational,pretrained,motor-hcp
4,0.8110343942875815,75,relational,pretrained,motor-hcp
4,0.74096470220302,75,relational,pretrained,motor-hcp
4,1.0654358165107394,75,relational,pretrained,motor-hcp
4,0.74096470220302,75,relational,pretrained,motor-hcp
4,0.9272952180016123,75,relational,pretrained,motor-hcp
4,0.775397496610753,75,relational,pretrained,motor-hcp
4,0.6751315329370317,75,relational,pretrained,motor-hcp
4,0.74096470220302,75,relational,pretrained,motor-hcp
4,0.9272952180016123,75,relational,pretrained,motor-hcp
4,0.848062078981481,75,relational,pretrained,motor-hcp
4,0.848062078981481,75,relational,pretrained,motor-hcp
4,1.015985293814825,75,relational,pretrained,motor-hcp
4,1.015985293814825,75,relational,pretrained,motor-hcp
4,0.8110343942875815,75,relational,pretrained,motor-hcp
4,1.015985293814825,75,relational,pretrained,motor-hcp
5,0.9702021999288456,120,relational,pretrained,motor-hcp
5,0.8867150949995675,120,relational,pretrained,motor-hcp
5,0.9702021999288456,120,relational,pretrained,motor-hcp
5,0.9702021999288456,120,relational,pretrained,motor-hcp
5,1.015985293814825,120,relational,pretrained,motor-hcp
5,0.848062078981481,120,relational,pretrained,motor-hcp
5,0.9702021999288456,120,relational,pretrained,motor-hcp
5,0.9702021999288456,120,relational,pretrained,motor-hcp
5,0.8110343942875815,120,relational,pretrained,motor-hcp
5,0.9272952180016123,120,relational,pretrained,motor-hcp
5,0.8867150949995675,120,relational,pretrained,motor-hcp
5,1.015985293814825,120,relational,pretrained,motor-hcp
5,0.8867150949995675,120,relational,pretrained,motor-hcp
5,0.74096470220302,120,relational,pretrained,motor-hcp
5,0.9272952180016123,120,relational,pretrained,motor-hcp
5,1.0654358165107394,120,relational,pretrained,motor-hcp
5,0.9272952180016123,120,relational,pretrained,motor-hcp
5,0.9702021999288456,120,relational,pretrained,motor-hcp
5,1.015985293814825,120,relational,pretrained,motor-hcp
5,0.9272952180016123,120,relational,pretrained,motor-hcp
0,0.74096470220302,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
0,0.5823642378687435,1,social,scratch,motor-hcp
0,0.5527151130967832,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
0,0.6435011087932844,1,social,scratch,motor-hcp
0,0.5235987755982989,1,social,scratch,motor-hcp
