,input1,input2,mean_diff,sem,t_df19,p,sidak_sig
0,scratch_001,scratch_010,-0.34357895996589266,0.012201122044821024,-28.159619968044716,5.875674493790452e-17,True
1,scratch_001,scratch_025,-0.4024340005355869,0.013648720721093563,-29.485107707833816,2.4980732072503427e-17,True
2,scratch_001,scratch_050,-0.4218493991475266,0.011973394581017415,-35.23223061706539,8.983754105771625e-19,True
3,scratch_001,scratch_075,-0.454638271146065,0.012311932525822331,-36.92663764949435,3.7254648264073856e-19,True
4,scratch_001,scratch_120,-0.4749763774758938,0.013141440937936854,-36.14340160406055,5.56825918406823e-19,True
5,scratch_001,pretrained_001,-0.08914824312553671,0.012102335207883341,-7.366201777940048,5.583767493567259e-07,True
6,scratch_001,pretrained_010,-0.39344337649277944,0.01246607941914315,-31.561115829937695,7.028614140948587e-18,True
7,scratch_001,pretrained_025,-0.47698322382512515,0.01111253236068742,-42.922999757691514,2.2058907351742105e-20,True
8,scratch_001,pretrained_050,-0.5373232820784244,0.009704892909194547,-55.366224759611406,1.8158399190481516e-22,True
9,scratch_001,pretrained_075,-0.5612081494461469,0.010343834613167029,-54.255328940755255,2.6627109036616775e-22,True
10,scratch_001,pretrained_120,-0.5770521547653231,0.011209266147612586,-51.47992269665458,7.174973913772369e-22,True
11,scratch_010,scratch_025,-0.05885504056969426,0.013956176234081923,-4.2171322275199055,0.00046671607975947316,True
12,scratch_010,scratch_050,-0.07827043918163391,0.008844667891740494,-8.849449198055924,3.628050138557292e-08,True
13,scratch_010,scratch_075,-0.11105931118017227,0.010828394629037988,-10.256304372427454,3.4955723217112776e-09,True
14,scratch_010,scratch_120,-0.13139741751000122,0.012572838659751397,-10.450895065617532,2.5744557666792576e-09,True
15,scratch_010,pretrained_001,0.254430716840356,0.011834111127480585,21.49977417818307,8.520647872656236e-15,True
16,scratch_010,pretrained_010,-0.04986441652688679,0.013031703925316126,-3.826392681467951,0.0011390396795383742,False
17,scratch_010,pretrained_025,-0.1334042638592326,0.009541476713129004,-13.981511234594251,1.883377366559278e-11,True
18,scratch_010,pretrained_050,-0.19374432211253179,0.011312921292991825,-17.12593211733501,5.234903811585991e-13,True
19,scratch_010,pretrained_075,-0.21762918948025414,0.009130872080647574,-23.834436355921394,1.2848091907754783e-15,True
20,scratch_010,pretrained_120,-0.2334731947994307,0.007991101067711762,-29.21664897254082,2.9616098862513235e-17,True
21,scratch_025,scratch_050,-0.019415398611939645,0.012199172711577248,-1.5915340384937793,0.12799042133139737,False
22,scratch_025,scratch_075,-0.052204270610478,0.011008155601286405,-4.7423267349507165,0.00014172615465892597,True
23,scratch_025,scratch_120,-0.07254237694030695,0.01138445702916381,-6.372054174781772,4.112251390111278e-06,True
24,scratch_025,pretrained_001,0.3132857574100502,0.011927273982055288,26.266333604928672,2.1363222477108494e-16,True
25,scratch_025,pretrained_010,0.008990624042807465,0.011081754484062876,0.8112996958863552,0.4272405639533554,False
26,scratch_025,pretrained_025,-0.07454922328953832,0.010512726971674671,-7.09133067855777,9.569710111858379e-07,True
27,scratch_025,pretrained_050,-0.1348892815428375,0.009542759499052577,-14.135248987070204,1.556826961553605e-11,True
28,scratch_025,pretrained_075,-0.15877414891055985,0.008622179323666105,-18.414619198971835,1.421270693934646e-13,True
29,scratch_025,pretrained_120,-0.1746181542297364,0.01066131193963421,-16.378674146150868,1.160883307840346e-12,True
30,scratch_050,scratch_075,-0.032788871998538346,0.011423263224047672,-2.8703594897045597,0.009795613122173627,False
31,scratch_050,scratch_120,-0.053126978328367325,0.012547214080268956,-4.234165288684429,0.0004489337004251294,True
32,scratch_050,pretrained_001,0.33270115602198985,0.011977966336962362,27.776097098830512,7.579794449534118e-17,True
33,scratch_050,pretrained_010,0.02840602265474711,0.01084923128730913,2.618252104918715,0.01691281553356126,False
34,scratch_050,pretrained_025,-0.05513382467759868,0.009590856595594565,-5.7485819048659,1.5371524859856683e-05,True
35,scratch_050,pretrained_050,-0.11547388293089784,0.010614767368507118,-10.878607031322845,1.3331606306273372e-09,True
36,scratch_050,pretrained_075,-0.13935875029862022,0.00836718315262976,-16.65539617772327,8.612244945700749e-13,True
37,scratch_050,pretrained_120,-0.15520275561779678,0.009632214995861478,-16.11288324486946,1.5529404269218042e-12,True
38,scratch_075,scratch_120,-0.02033810632982897,0.011951148937239331,-1.7017699667733364,0.10510545479109477,False
39,scratch_075,pretrained_001,0.3654900280205282,0.01322120175682785,27.64423648794085,8.279805862505294e-17,True
40,scratch_075,pretrained_010,0.061194894653285446,0.01080494707126996,5.663599668711094,1.846652904218295e-05,True
41,scratch_075,pretrained_025,-0.022344952679060337,0.008428416744356279,-2.6511447353410302,0.015762112945555844,False
42,scratch_075,pretrained_050,-0.08268501093235951,0.010470033258702296,-7.897301650272682,2.0294224843707413e-07,True
43,scratch_075,pretrained_075,-0.10656987830008187,0.007187768625474158,-14.82655937510116,6.752280704097839e-12,True
44,scratch_075,pretrained_120,-0.12241388361925842,0.00980495561947638,-12.48489930705018,1.3232394229873675e-10,True
45,scratch_120,pretrained_001,0.3858281343503572,0.014317677809260994,26.947675418481264,1.329271562851709e-16,True
46,scratch_120,pretrained_010,0.08153300098311442,0.014103843335600615,5.780906597091204,1.4338755688209475e-05,True
47,scratch_120,pretrained_025,-0.002006846349231367,0.011009246344207892,-0.18228735069473626,0.8572880702916601,False
48,scratch_120,pretrained_050,-0.06234690460253055,0.01322118034991728,-4.715683694831426,0.00015050109068492895,True
49,scratch_120,pretrained_075,-0.0862317719702529,0.011938315997955163,-7.223110192846545,7.381993814227276e-07,True
