,mean_diff,sem,t_df19,p,sidak_sig
full-hcp.*scratch.*050 - motor-hcp.*pretrained.*010,-0.05113183839737621,0.018351019389648764,-2.7863214196274066,0.011768961549224697,False
full-hcp.*scratch.*050 - motor-hcp.*pretrained.*025,-0.14178096714244776,0.018912742595046446,-7.49658419078693,4.3400570219829653e-07,True
full-hcp.*scratch.*050 - motor-hcp.*pretrained.*050,-0.21844054160957138,0.019609088474529593,-11.139760111404748,9.00365572951455e-10,True
full-hcp.*scratch.*050 - motor-hcp.*pretrained.*075,-0.21931607529467428,0.016790075819263693,-13.062244486296317,6.105390569738223e-11,True
full-hcp.*scratch.*050 - motor-hcp.*pretrained.*120,-0.23804167674334029,0.018075709888556626,-13.169146783775265,5.306776939319341e-11,True
full-hcp.*scratch.*075 - full-hcp.*scratch.*120,-0.02988315544875141,0.02159377140259829,-1.3838784754920437,0.18243836146246217,False
full-hcp.*scratch.*075 - full-hcp.*pretrained.*001,0.2873980212388192,0.021496663226277617,13.369424743441229,4.0911300967443094e-11,True
full-hcp.*scratch.*075 - full-hcp.*pretrained.*010,-0.041124087882951535,0.016238635112849814,-2.5324842634347746,0.020298626348305534,False
full-hcp.*scratch.*075 - full-hcp.*pretrained.*025,-0.11755465380257153,0.01344425704499717,-8.743856459239268,4.366255156240574e-08,True
full-hcp.*scratch.*075 - full-hcp.*pretrained.*050,-0.16157519584204627,0.01679424837336168,-9.620864968171484,9.772997321454612e-09,True
full-hcp.*scratch.*075 - full-hcp.*pretrained.*075,-0.20846939689238803,0.012243464707332561,-17.026993737118918,5.806725507779865e-13,True
full-hcp.*scratch.*075 - full-hcp.*pretrained.*120,-0.2214318060820752,0.011346330400443963,-19.515719908298365,4.9704501723823624e-14,True
