accuracy,algorithm,prct_occluded
0.868421052631579,lrp,0.0
0.3526315789473684,lrp,0.2
0.16842105263157894,lrp,0.4
0.0868421052631579,lrp,0.6000000000000001
0.05526315789473684,lrp,0.8
0.05263157894736842,lrp,1.0
0.05263157894736842,lrp,1.2000000000000002
0.05263157894736842,lrp,1.4000000000000001
0.05263157894736842,lrp,1.6
0.05263157894736842,lrp,1.8
0.05263157894736842,lrp,2.0
0.05263157894736842,lrp,2.5
0.05263157894736842,lrp,3.0
0.05263157894736842,lrp,3.5
0.05263157894736842,lrp,4.0
0.05263157894736842,lrp,4.5
0.05263157894736842,lrp,5.0
0.05263157894736842,lrp,6.0
0.05263157894736842,lrp,7.0
0.05263157894736842,lrp,8.0
0.05263157894736842,lrp,9.0
0.05263157894736842,lrp,10.0
0.05263157894736842,lrp,12.0
0.05263157894736842,lrp,14.0
0.05263157894736842,lrp,16.0
0.05263157894736842,lrp,18.0
0.05263157894736842,lrp,20.0
0.05263157894736842,lrp,22.0
0.05263157894736842,lrp,24.0
0.05263157894736842,lrp,26.0
0.05263157894736842,lrp,28.0
0.05263157894736842,lrp,30.0
0.8868421052631579,lrp,0.0
0.3,lrp,0.2
0.15263157894736842,lrp,0.4
0.09736842105263158,lrp,0.6000000000000001
0.06842105263157895,lrp,0.8
0.04736842105263158,lrp,1.0
0.06315789473684211,lrp,1.2000000000000002
0.05789473684210526,lrp,1.4000000000000001
0.060526315789473685,lrp,1.6
0.05526315789473684,lrp,1.8
0.05526315789473684,lrp,2.0
0.05263157894736842,lrp,2.5
0.05263157894736842,lrp,3.0
0.05263157894736842,lrp,3.5
0.05263157894736842,lrp,4.0
0.05263157894736842,lrp,4.5
0.05263157894736842,lrp,5.0
0.05263157894736842,lrp,6.0
0.05263157894736842,lrp,7.0
0.05263157894736842,lrp,8.0
0.05263157894736842,lrp,9.0
0.05263157894736842,lrp,10.0
0.05263157894736842,lrp,12.0
0.05263157894736842,lrp,14.0
0.05263157894736842,lrp,16.0
0.05263157894736842,lrp,18.0
0.05263157894736842,lrp,20.0
0.05263157894736842,lrp,22.0
0.05263157894736842,lrp,24.0
0.05263157894736842,lrp,26.0
0.05263157894736842,lrp,28.0
0.05263157894736842,lrp,30.0
0.868421052631579,lrp,0.0
0.28421052631578947,lrp,0.2
0.11315789473684211,lrp,0.4
0.07894736842105263,lrp,0.6000000000000001
0.05789473684210526,lrp,0.8
0.05789473684210526,lrp,1.0
0.05789473684210526,lrp,1.2000000000000002
0.05,lrp,1.4000000000000001
0.05263157894736842,lrp,1.6
0.05263157894736842,lrp,1.8
0.05263157894736842,lrp,2.0
0.05263157894736842,lrp,2.5
0.05263157894736842,lrp,3.0
0.05263157894736842,lrp,3.5
0.05263157894736842,lrp,4.0
0.05263157894736842,lrp,4.5
0.05263157894736842,lrp,5.0
0.05263157894736842,lrp,6.0
0.05263157894736842,lrp,7.0
0.05263157894736842,lrp,8.0
0.05263157894736842,lrp,9.0
0.05263157894736842,lrp,10.0
0.05263157894736842,lrp,12.0
0.05263157894736842,lrp,14.0
0.05263157894736842,lrp,16.0
0.05263157894736842,lrp,18.0
0.05263157894736842,lrp,20.0
0.05263157894736842,lrp,22.0
0.05263157894736842,lrp,24.0
0.05263157894736842,lrp,26.0
0.05263157894736842,lrp,28.0
0.05263157894736842,lrp,30.0
0.8736842105263158,lrp,0.0
0.36578947368421055,lrp,0.2
0.18157894736842106,lrp,0.4
0.08947368421052632,lrp,0.6000000000000001
0.06315789473684211,lrp,0.8
0.05789473684210526,lrp,1.0
0.05263157894736842,lrp,1.2000000000000002
0.05263157894736842,lrp,1.4000000000000001
0.05263157894736842,lrp,1.6
