group,job_type,run_name,test_accuracy,train_acc,valid_acc,valid_loss,best_valid_epoch,best_valid_accuracy,test_loss,train_loss
full-hcp,CV-7folds-real,seed-2020_fold-06,0.8631578947368421,0.9469298245614036,0.85,0.4203760829598953,52,0.868421052631579,0.35285842290056085,0.1327199055926158
full-hcp,CV-7folds-real,seed-2020_fold-05,0.8921052631578947,0.9434210526315788,0.8315789473684211,0.5584905840514693,54,0.8789473684210526,0.23342406400291793,0.14167615737614891
full-hcp,CV-7folds-real,seed-2020_fold-04,0.8710526315789474,0.95,0.868421052631579,0.33122545207152143,46,0.8657894736842106,0.270577626801959,0.1224622148150382
full-hcp,CV-7folds-real,seed-2020_fold-03,0.868421052631579,0.924561403508772,0.8447368421052631,0.3594298031142292,18,0.8868421052631579,0.30538510908286637,0.14392407199280058
full-hcp,CV-7folds-real,seed-2020_fold-02,0.8736842105263158,0.925438596491228,0.8342105263157895,0.45268441663089715,10,0.8736842105263158,0.2598317212799988,0.14097203550208767
full-hcp,CV-7folds-real,seed-2020_fold-01,0.8763157894736842,0.924561403508772,0.8605263157894737,0.3349635854829103,50,0.9026315789473685,0.35440860085763326,0.1816348106479844
full-hcp,CV-7folds-real,seed-2020_fold-00,0.8710526315789474,0.9543859649122808,0.8394736842105263,0.4942087473658224,31,0.85,0.25942132115737077,0.1261878672522072
