"Name","Agent","Runtime","Hostname","Notes","GPU Type","GPU Count","Tags","batch_size","dropout","kernel_size","learning_rate","best_valid_epoch","test_loss","train_acc","train_loss","valid_acc","valid_loss","test_accuracy","best_valid_accuracy"
"motor-explo-1665572669.7579875","lq978dqb","2487","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.3","7","0.00001","58","0.049239769112318754","0.9803571428571428","0.05939336892010437","0.9285714285714286","0.18402089811861516","0.97","0.95"
"motor-explo-1665418454.2471473","lq978dqb","738","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.3","3","0.00001","15","0.07564844249536691","0.9821428571428572","0.08119960946782417","0.9285714285714286","0.17137375915689126","0.97","0.9428571428571428"
"motor-explo-1665607358.285997","lq978dqb","2501","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.7","7","0.00001","59","0.282129243016243","0.9357142857142856","0.33123016771343017","0.8714285714285714","0.4018365740776062","0.94","0.8714285714285714"
"motor-explo-1665446060.5789359","lq978dqb","684","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.6","3","0.001","13","2.0843884706409153","0.9446428571428572","0.5889229673120214","0.9142857142857144","2.0725591419152254","0.93","0.9857142857142858"
"motor-explo-1665566357.3196836","lq978dqb","1358","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.3","3","0.00001","41","0.2593250423669815","0.8857142857142857","0.31366922126875985","0.85","0.40189639925956727","0.93","0.8857142857142857"
"motor-explo-1665505155.810813","lq978dqb","1150","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.7","3","0.00001","31","0.39898478526335496","0.9035714285714286","0.44986319041677886","0.8642857142857143","0.4956569307380253","0.88","0.9357142857142856"
"motor-explo-1665539655.973076","lq978dqb","438","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.5","5","0.00001","2","1.4800677129200526","0.46785714285714286","1.4630053724561418","0.40714285714285714","1.478873120413886","0.41","0.4142857142857143"
"motor-explo-1665575966.7258976","lq978dqb","434","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.4","3","0.00001","5","1.504513293504715","0.3196428571428571","1.495303001668718","0.3","1.504000997543335","0.33","0.35"
"motor-explo-1665577802.3801858","lq978dqb","441","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.4","5","0.00001","3","1.506448656320572","0.30178571428571427","1.4764725433455572","0.2642857142857143","1.5018932819366455","0.31","0.4"
"motor-explo-1665585974.0107954","lq978dqb","442","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.5","5","0.00001","3","1.5537707805633545","0.30357142857142855","1.5353068378236558","0.30714285714285716","1.5518155097961426","0.28","0.3142857142857143"
"motor-explo-1665604534.914779","kuhcmqm6","4861","Philipps-iMac.local","-","","","","32","0.7","5","0.00001","6","1.5841346681118011","0.2785714285714286","1.5816102822621665","0.2857142857142857","1.587946891784668","0.27","0.3142857142857143"
"motor-explo-1665601677.6957119","lq978dqb","684","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.7","3","0.00001","15","1.5786428451538086","0.22142857142857145","1.5598909325069852","0.22142857142857145","1.5666974544525147","0.23","0.35714285714285715"
"motor-explo-1665546808.3694072","lq978dqb","446","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.6","3","0.00001","5","1.5278653076716833","0.2196428571428571","1.5228026049477714","0.20714285714285716","1.532023270924886","0.23","0.32857142857142857"
"motor-explo-1665584049.2903411","lq978dqb","431","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.5","3","0.00001","5","1.5474898219108582","0.20714285714285716","1.537612305747138","0.2","1.5426993370056152","0.21","0.30714285714285716"
"motor-explo-1665556332.6349907","lq978dqb","584","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.7","3","0.00001","10","1.5411627973828996","0.2017857142857143","1.5467538935797556","0.2","1.5558051003350153","0.2","0.34285714285714286"
"motor-explo-1665559013.8195434","lq978dqb","598","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.7","5","0.00001","7","1.577307207243783","0.2","1.561873309952872","0.2","1.569812085893419","0.2","0.3142857142857143"
"motor-explo-1665591825.7502086","lq978dqb","472","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.6","3","0.00001","6","1.584898054599762","0.2017857142857143","1.562497615814209","0.20714285714285716","1.561428141593933","0.2","0.29285714285714287"
"motor-explo-1665594932.778095","lq978dqb","504","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.6","5","0.00001","5","1.576016128063202","0.2","1.561029811700185","0.2","1.566830611228943","0.2","0.29285714285714287"
"motor-explo-1665470299.4612608","lq978dqb","481","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.3","5","0.001","3","1.6092930206885705","0.2","1.609460849421365","0.2","1.6095081898901198","0.2","0.2"
"motor-explo-1665449355.1033714","lq978dqb","813","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.6","5","0.001","13","1.6094579696655271","0.2","1.6094579688140325","0.2","1.6094579935073852","0.2","0.2"
"motor-explo-1665601205.0609791","lq978dqb","470","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.6","7","0.001","0","1.6135952770709991","0.2","1.6096500356992085","0.2","1.6094160556793211","0.2","0.2"
"motor-explo-1665493426.0992649","lq978dqb","929","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.5","7","0.001","7","1.6096900151326106","0.2","1.6095444219452997","0.2","1.6094806326760187","0.2","0.2"
"motor-explo-1665511410.2791233","lq978dqb","474","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.7","5","0.001","3","1.6092964594180768","0.2","1.609470246519361","0.2","1.609511997964647","0.2","0.2"
"motor-explo-1665438720.9733791","lq978dqb","818","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.5","5","0.001","13","1.609447512626648","0.2","1.609447523525783","0.2","1.6094475167138236","0.2","0.2"
"motor-explo-1665535381.8330696","lq978dqb","1078","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.4","7","0.001","12","1.6097183227539062","0.2","1.6094979388373238","0.2","1.6095511648390028","0.2","0.2"
"motor-explo-1665609862.1407201","lq978dqb","513","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.7","7","0.001","1","1.608971506357193","0.2","1.6095755696296692","0.2","1.6110146522521973","0.2","0.2"
"motor-explo-1665473696.4301043","lq978dqb","924","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.3","7","0.001","7","1.6096790111981905","0.2","1.609549040453775","0.2","1.6095038387510512","0.2","0.2"
"motor-explo-1665545583.3982542","lq978dqb","1222","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.5","7","0.001","15","1.609479308128357","0.2","1.6094468423298427","0.2","1.609454181459215","0.2","0.2"
"motor-explo-1665433279.1799529","kuhcmqm6","16431","Philipps-iMac.local","-","","","","4","0.4","7","0.001","16","1.6094749784469604","0.2","1.609474972316197","0.2","1.609474972316197","0.2","0.2"
"motor-explo-1665583289.4571598","lq978dqb","755","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","32","0.4","7","0.001","7","1.6099306643009186","0.2","1.6096859110726252","0.2","1.609492588043213","0.2","0.2"
"motor-explo-1665464662.633228","lq978dqb","865","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.7","7","0.001","5","1.609496030807495","0.2","1.609496031488691","0.2","1.6094960348946707","0.2","0.2"
"motor-explo-1665522302.4247723","lq978dqb","918","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.3","5","0.001","17","1.6086455242974418","0.2","1.6094763619559151","0.2","1.609437068303426","0.2","0.2"
"motor-explo-1665480413.6655755","lq978dqb","484","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.4","5","0.001","3","1.6092816958060632","0.2","1.609463718959263","0.2","1.609517832597097","0.2","0.2"
"motor-explo-1665504284.823806","lq978dqb","870","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.6","7","0.001","7","1.609775763291579","0.2","1.6095417754990713","0.2","1.6094822817378571","0.2","0.2"
"motor-explo-1665451367.1957157","lq978dqb","1291","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.6","7","0.001","13","1.6095056200027469","0.2","1.6095056074006218","0.2","1.6095056227275304","0.2","0.2"
"motor-explo-1665565270.6086235","lq978dqb","1081","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.7","7","0.001","12","1.609778710774013","0.2","1.6094958305358886","0.2","1.6095510986116195","0.2","0.2"
"motor-explo-1665524314.6934698","lq978dqb","1090","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","16","0.3","7","0.001","12","1.6097637244633265","0.2","1.6095033747809273","0.2","1.6095625162124634","0.2","0.2"
"motor-explo-1665424517.3321662","lq978dqb","923","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.3","7","0.001","6","1.6095451498031617","0.2","1.609545136349542","0.2","1.6095451354980468","0.2","0.2"
"motor-explo-1665442631.22188","lq978dqb","923","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","4","0.5","7","0.001","6","1.609546284675598","0.2","1.6095462816102164","0.2","1.6095462799072269","0.2","0.2"
"motor-explo-1665516250.9255502","lq978dqb","868","bmig-Precision-7920-Tower","-","Quadro RTX 6000","1","","8","0.7","7","0.001","7","1.6097342234391432","0.2","1.6095749071666172","0.2","1.6095468534363642","0.2","0.2"
