mi,class,fold,attr_method
0.03871108597227213,footleft,9,lrp
0.03580796066049996,footleft,9,lrp
0.039561101901447904,footleft,9,lrp
0.03411903225009261,footleft,9,lrp
0.035663563085286176,footleft,9,lrp
0.03145008004478522,footleft,9,lrp
0.042613890009624456,footleft,9,lrp
0.034175677719912256,footleft,9,lrp
0.03584494042502495,footleft,9,lrp
0.03538685184416446,footleft,9,lrp
0.03273052614074401,footleft,9,lrp
0.01155924562477173,footleft,9,lrp
0.04375459706542073,footleft,9,lrp
0.01293120130965475,footright,0,lrp
0.021037496645480047,footright,0,lrp
0.008979430035715774,footright,0,lrp
0.010726472610678828,footright,0,lrp
0.015865926213725734,footright,0,lrp
0.023335187076336972,footright,0,lrp
0.019466626192197856,footright,0,lrp
0.012440678591476573,footright,0,lrp
0.02173062817905258,footright,0,lrp
0.020386929212902194,footright,0,lrp
0.02397332471169822,footright,0,lrp
0.007629709492315007,footright,0,lrp
0.011616684599061733,footright,0,lrp
0.01169770638072154,footright,0,lrp
0.023515632746359483,footright,0,lrp
0.018337023773100647,footright,0,lrp
0.023780344880455884,footright,0,lrp
0.014515765883636789,footright,0,lrp
0.018193598712094472,footright,0,lrp
0.015443891972833024,footright,0,lrp
0.008700464501452787,footright,1,lrp
0.010088373596873978,footright,1,lrp
0.0035528682018222124,footright,1,lrp
0.0020271668424971523,footright,1,lrp
0.007554491383125583,footright,1,lrp
0.016960221413722554,footright,1,lrp
0.002806397014966544,footright,1,lrp
0.0172572750551363,footright,1,lrp
0.01199534634824806,footright,1,lrp
0.02093276887622242,footright,1,lrp
0.015156375634984176,footright,1,lrp
0.004419129888633355,footright,1,lrp
0.004131663132953989,footright,1,lrp
0.00026213677211284203,footright,1,lrp
0.012303576081825529,footright,1,lrp
0.016408867567003105,footright,1,lrp
0.007551255381391231,footright,1,lrp
0.005463542914099229,footright,1,lrp
0.0007141462157579381,footright,1,lrp
0.0031099075285263567,footright,1,lrp
0.018056782526919335,footright,2,lrp
0.019481202534225472,footright,2,lrp
0.010381832319193762,footright,2,lrp
0.0102261980838394,footright,2,lrp
0.014094853612708125,footright,2,lrp
0.02480563195709351,footright,2,lrp
0.020858127344545174,footright,2,lrp
0.025068545130919828,footright,2,lrp
0.02293649442808121,footright,2,lrp
0.025437382544548415,footright,2,lrp
0.016371202572015298,footright,2,lrp
0.02867891454604976,footright,2,lrp
0.02020071212010044,footright,2,lrp
0.006459605114048195,footright,2,lrp
0.02621713496173017,footright,2,lrp
0.025668938296406374,footright,2,lrp
0.015540082483177509,footright,2,lrp
0.01879642221520106,footright,2,lrp
0.02353075773581259,footright,2,lrp
0.026220575998068707,footright,2,lrp
0.01511528387031058,footright,3,lrp
0.020611838170772945,footright,3,lrp
0.007443345940011836,footright,3,lrp
0.008193866197453215,footright,3,lrp
0.009634760533562714,footright,3,lrp
0.024245161081313027,footright,3,lrp
0.02198373618785232,footright,3,lrp
0.018040806193178938,footright,3,lrp
0.014422032184978173,footright,3,lrp
0.027670660067199204,footright,3,lrp
0.028291366648820926,footright,3,lrp
0.032373577649364105,footright,3,lrp
0.022108291299807625,footright,3,lrp
0.014575229275804125,footright,3,lrp
0.026670158373823805,footright,3,lrp
0.01878457796959543,footright,3,lrp
0.019907786225655588,footright,3,lrp
0.014059831213356855,footright,3,lrp
0.03186128473226546,footright,3,lrp
0.010695874891392121,footright,3,lrp
0.017927835476973186,footright,4,lrp
0.02218207546750084,footright,4,lrp
0.007545432904051186,footright,4,lrp
0.008479062458582654,footright,4,lrp
0.019699569718802934,footright,4,lrp
0.0208241062655814,footright,4,lrp
0.027106678461912725,footright,4,lrp
0.01856706761520699,footright,4,lrp
0.015265912921732072,footright,4,lrp
0.02490292632965274,footright,4,lrp
0.02337980886637281,footright,4,lrp
0.03291698384749364,footright,4,lrp
0.017800658439364847,footright,4,lrp
0.010604018030674123,footright,4,lrp
0.026531512417620196,footright,4,lrp
0.017037014923018123,footright,4,lrp
0.023061631381209313,footright,4,lrp
0.01719722935050405,footright,4,lrp
0.022725595652319575,footright,4,lrp
0.016587135060192937,footright,4,lrp
0.010922189475704336,footright,5,lrp
0.013728757428703497,footright,5,lrp
0.00048620505285845717,footright,5,lrp
0.005458219396213604,footright,5,lrp
0.008730595865285684,footright,5,lrp
0.0007258671624602586,footright,5,lrp
0.02294632395962415,footright,5,lrp
0.010707282459857526,footright,5,lrp
0.02435955864189121,footright,5,lrp
0.018666577386582395,footright,5,lrp
0.017110553070616152,footright,5,lrp
0.025731578623090057,footright,5,lrp
0.010417034008425974,footright,5,lrp
0.001649695733191292,footright,5,lrp
0.018496387472006992,footright,5,lrp
0.015096027411538815,footright,5,lrp
0.014336647901771027,footright,5,lrp
0.006936248306547377,footright,5,lrp
0.02047895384660703,footright,5,lrp
0.014765114456915418,footright,5,lrp
0.020724042805726928,footright,6,lrp
0.01581478018214888,footright,6,lrp
0.015857730921516655,footright,6,lrp
0.015001515528789033,footright,6,lrp
0.023050605790070566,footright,6,lrp
0.02597811319650134,footright,6,lrp
0.026042510631044236,footright,6,lrp
0.022600260295500885,footright,6,lrp
0.03129322399706802,footright,6,lrp
0.027032230975933214,footright,6,lrp
0.027968287104615186,footright,6,lrp
0.04118159892254081,footright,6,lrp
0.013068243780223865,footright,6,lrp
0.006903308631786231,footright,6,lrp
0.03617626088380699,footright,6,lrp
0.01735450308732922,footright,6,lrp
0.03277430744362375,footright,6,lrp
0.019865642479898638,footright,6,lrp
0.028369817424655608,footright,6,lrp
0.015771696900631627,footright,6,lrp
0.0151832316459517,footright,7,lrp
0.01797994672067116,footright,7,lrp
0.00914435537076308,footright,7,lrp
0.009678000528713149,footright,7,lrp
0.007110936502388032,footright,7,lrp
0.017674971899766634,footright,7,lrp
0.026879078102948872,footright,7,lrp
0.012501308427113056,footright,7,lrp
0.013702774144940033,footright,7,lrp
0.01744039003641995,footright,7,lrp
0.01387050994351724,footright,7,lrp
0.02325415409135778,footright,7,lrp
0.0038442232018325306,footright,7,lrp
0.013984895727249702,footright,7,lrp
0.026741010202908866,footright,7,lrp
0.020051560307520422,footright,7,lrp
0.014622631666971753,footright,7,lrp
0.012357097857069732,footright,7,lrp
0.0215180242453068,footright,7,lrp
0.023170188856107332,footright,7,lrp
0.018309742706750454,footright,8,lrp
0.024341658356912488,footright,8,lrp
0.00973832187762258,footright,8,lrp
0.020110267048583763,footright,8,lrp
0.02343959994027278,footright,8,lrp
0.02783030464116898,footright,8,lrp
0.027737858397616,footright,8,lrp
0.014166796431109963,footright,8,lrp
0.02418280931830208,footright,8,lrp
0.03248111565099321,footright,8,lrp
0.015472706999469343,footright,8,lrp
0.030424837708789454,footright,8,lrp
0.02041924680123386,footright,8,lrp
0.004530328093272251,footright,8,lrp
0.03557402845762003,footright,8,lrp
0.022612302641052295,footright,8,lrp
0.025343826714437245,footright,8,lrp
0.013391691308203502,footright,8,lrp
0.030988412141517374,footright,8,lrp
0.021483654802292085,footright,8,lrp
0.01075867099013661,footright,9,lrp
0.018352726361944294,footright,9,lrp
0.004245156645651393,footright,9,lrp
0.013657286701928006,footright,9,lrp
0.014726250967953547,footright,9,lrp
0.021708743926153407,footright,9,lrp
0.021811161356627196,footright,9,lrp
0.02053456910279139,footright,9,lrp
0.016601141131055375,footright,9,lrp
0.02351495260486436,footright,9,lrp
0.021903650595614277,footright,9,lrp
0.03749260286616707,footright,9,lrp
0.02171465386007343,footright,9,lrp
0.01726995799718023,footright,9,lrp
0.022477860519996673,footright,9,lrp
0.0169103762161813,footright,9,lrp
0.016876870327714233,footright,9,lrp
0.014174201804518338,footright,9,lrp
0.021518011947824878,footright,9,lrp
0.002655202003404744,footright,9,lrp
0.019732605608639542,handleft,0,lrp
0.020525457150672555,handleft,0,lrp
0.01620647880672621,handleft,0,lrp
0.02076903018403997,handleft,0,lrp
0.014317727248030154,handleft,0,lrp
0.017812315004150703,handleft,0,lrp
0.025172298346672894,handleft,0,lrp
0.017890633110572596,handleft,0,lrp
0.0233023661530678,handleft,0,lrp
0.017152625004776434,handleft,0,lrp
0.021177222763629988,handleft,0,lrp
0.01863312740507217,handleft,0,lrp
0.012294847312921853,handleft,0,lrp
0.025693155081693453,handleft,0,lrp
0.013456618517779573,handleft,0,lrp
0.01876876146257378,handleft,0,lrp
0.01748899380679214,handleft,0,lrp
0.020519142328334627,handleft,0,lrp
0.02306567914942237,handleft,0,lrp
0.019185244451463968,handleft,0,lrp
0.014224163060293726,handleft,1,lrp
0.019450698198781646,handleft,1,lrp
0.01952137225168249,handleft,1,lrp
0.016169594992452296,handleft,1,lrp
0.009705906410772736,handleft,1,lrp
0.020598421047124393,handleft,1,lrp
0.025774632269010223,handleft,1,lrp
0.014101828900705105,handleft,1,lrp
0.019699329154412082,handleft,1,lrp
0.011443494382307406,handleft,1,lrp
0.010507667976025648,handleft,1,lrp
0.024045611917155707,handleft,1,lrp
0.01889322988068276,handleft,1,lrp
0.0260695792683161,handleft,1,lrp
0.010871687821400577,handleft,1,lrp
0.01378900658279747,handleft,1,lrp
0.014388024682256972,handleft,1,lrp
0.019146435952891894,handleft,1,lrp
0.025340574048126507,handleft,1,lrp
0.014635239584572357,handleft,1,lrp
0.011313722716248753,handleft,2,lrp
0.00814589491256168,handleft,2,lrp
0.01236597330099154,handleft,2,lrp
0.013509604118133067,handleft,2,lrp
0.008682600327125423,handleft,2,lrp
0.008772541704228143,handleft,2,lrp
0.012941649455868509,handleft,2,lrp
0.005589487063184517,handleft,2,lrp
0.009964635545784084,handleft,2,lrp
0.00495874791984563,handleft,2,lrp
0.008365729297240554,handleft,2,lrp
0.011621653936076726,handleft,2,lrp
0.01033847620849615,handleft,2,lrp
0.01715175256295165,handleft,2,lrp
0.00826117790687353,handleft,2,lrp
0.006442354769711667,handleft,2,lrp
0.009185444222437056,handleft,2,lrp
0.009533553356735558,handleft,2,lrp
0.015143000280000152,handleft,2,lrp
0.006256513817067377,handleft,2,lrp
0.017337739963575682,handleft,3,lrp
0.01835003877250152,handleft,3,lrp
0.02187144165159194,handleft,3,lrp
0.020217696048106637,handleft,3,lrp
0.01626214943347315,handleft,3,lrp
0.005459024128797618,handleft,3,lrp
0.024563929800595297,handleft,3,lrp
0.016783350667378905,handleft,3,lrp
0.020458464047094838,handleft,3,lrp
0.020966281290184963,handleft,3,lrp
0.012605737564362007,handleft,3,lrp
0.023551205783841178,handleft,3,lrp
0.007965262010820817,handleft,3,lrp
0.02324841505727604,handleft,3,lrp
0.015754120075403,handleft,3,lrp
0.019238090116178164,handleft,3,lrp
0.017227928383709123,handleft,3,lrp
0.025296460657034947,handleft,3,lrp
0.026874526806146326,handleft,3,lrp
0.020863080022897273,handleft,3,lrp
0.008064721037215117,handleft,4,lrp
0.012011254677702699,handleft,4,lrp
0.0049338676617431965,handleft,4,lrp
0.007409792712190777,handleft,4,lrp
0.0018415483594460547,handleft,4,lrp
0.005323497039843694,handleft,4,lrp
0.009478103910144586,handleft,4,lrp
0.004321720698999609,handleft,4,lrp
0.012118868558421259,handleft,4,lrp
0.004929604346757266,handleft,4,lrp
0.0019338986977696093,handleft,4,lrp
0.009251222408402038,handleft,4,lrp
0.008077187683905862,handleft,4,lrp
0.013855757532001522,handleft,4,lrp
0.007326286432937978,handleft,4,lrp
0.0074951312025919314,handleft,4,lrp
0.008402211687515315,handleft,4,lrp
0.008437205537446424,handleft,4,lrp
0.015520952818355749,handleft,4,lrp
0.005774239872942788,handleft,4,lrp
0.020367641184166674,handleft,5,lrp
0.020677306291270847,handleft,5,lrp
0.020984053493347865,handleft,5,lrp
0.027328607400900484,handleft,5,lrp
0.01631610427730812,handleft,5,lrp
0.029607484261349848,handleft,5,lrp
0.025298895205786653,handleft,5,lrp
0.016133907098297096,handleft,5,lrp
0.02135680295592257,handleft,5,lrp
0.015893397503410345,handleft,5,lrp
0.020039818087166372,handleft,5,lrp
0.02343128690794738,handleft,5,lrp
0.01886690771296684,handleft,5,lrp
0.023818486549211704,handleft,5,lrp
0.010509789849877604,handleft,5,lrp
0.019793700240279488,handleft,5,lrp
0.014764972666973186,handleft,5,lrp
0.02338016718356628,handleft,5,lrp
0.02361816946854889,handleft,5,lrp
0.020120631026757207,handleft,5,lrp
0.01858741093443128,handleft,6,lrp
0.02034587295664325,handleft,6,lrp
0.022604590945190184,handleft,6,lrp
0.026080701461943523,handleft,6,lrp
0.015685459121742573,handleft,6,lrp
0.015851456913704487,handleft,6,lrp
0.02392320072861831,handleft,6,lrp
0.024090304139429586,handleft,6,lrp
0.019765653943895733,handleft,6,lrp
0.016667810605814237,handleft,6,lrp
0.017302317600148553,handleft,6,lrp
0.023037763455348692,handleft,6,lrp
0.01984425775959675,handleft,6,lrp
0.02475640180988492,handleft,6,lrp
0.01703720568284961,handleft,6,lrp
0.020836338282151923,handleft,6,lrp
0.018420504886572875,handleft,6,lrp
0.020815443849247828,handleft,6,lrp
0.02498258966803224,handleft,6,lrp
0.021500617141759548,handleft,6,lrp
0.007299937866827255,handleft,7,lrp
0.01202763175792021,handleft,7,lrp
0.01222204372295077,handleft,7,lrp
0.012424228594383191,handleft,7,lrp
0.004762607317422951,handleft,7,lrp
0.01241262423007039,handleft,7,lrp
0.007854547975231885,handleft,7,lrp
0.01215736357997832,handleft,7,lrp
0.0073713997641986495,handleft,7,lrp
0.002530988245190491,handleft,7,lrp
0.013202083772369866,handleft,7,lrp
0.009201275644797446,handleft,7,lrp
0.01812883390486797,handleft,7,lrp
0.007336938202583854,handleft,7,lrp
0.007449259032953126,handleft,7,lrp
0.002703420820802771,handleft,7,lrp
0.00563745750506639,handleft,7,lrp
0.006713890165857883,handleft,7,lrp
0.00828283685011355,handleft,7,lrp
0.012226138258621733,handleft,7,lrp
0.009714298208015393,handleft,8,lrp
0.009953222138878504,handleft,8,lrp
0.011388033876190251,handleft,8,lrp
0.009297670048937778,handleft,8,lrp
0.009866774646781984,handleft,8,lrp
0.0003844564922346194,handleft,8,lrp
0.01039590270022539,handleft,8,lrp
0.005409379563797945,handleft,8,lrp
0.009821365862490383,handleft,8,lrp
0.008197340475520898,handleft,8,lrp
0.01078086952872681,handleft,8,lrp
0.012162168272537022,handleft,8,lrp
0.0103297956027677,handleft,8,lrp
0.015545073597589054,handleft,8,lrp
0.007731534151556696,handleft,8,lrp
0.010075353978762136,handleft,8,lrp
0.006527100848892964,handleft,8,lrp
0.007636484565689328,handleft,8,lrp
0.017994378099354558,handleft,8,lrp
0.004559381896815262,handleft,8,lrp
0.020948193086824496,handleft,9,lrp
0.0051602649837978465,handleft,9,lrp
0.018704758001294675,handleft,9,lrp
0.018848707694970157,handleft,9,lrp
0.011046636595510417,handleft,9,lrp
0.016283223144741843,handleft,9,lrp
0.024159665967574018,handleft,9,lrp
0.007211398216250942,handleft,9,lrp
0.020336406860854694,handleft,9,lrp
0.015234108637698363,handleft,9,lrp
0.023719686886506608,handleft,9,lrp
0.018881777959799395,handleft,9,lrp
0.022207153283996472,handleft,9,lrp
0.02185211762410111,handleft,9,lrp
0.01300590774751198,handleft,9,lrp
0.019933065394442062,handleft,9,lrp
0.008231092748871793,handleft,9,lrp
0.021745398079658695,handleft,9,lrp
0.022845437534322555,handleft,9,lrp
0.020433055634559993,handleft,9,lrp
0.022564915311130473,handright,0,lrp
0.01929581929554325,handright,0,lrp
0.010942295860652207,handright,0,lrp
0.026671602401546535,handright,0,lrp
0.024869114899024547,handright,0,lrp
0.03596179765271401,handright,0,lrp
0.03614666399563693,handright,0,lrp
0.01809902528734786,handright,0,lrp
0.03957602304825869,handright,0,lrp
0.03177692787168662,handright,0,lrp
0.015606317159442273,handright,0,lrp
0.03372171387853906,handright,0,lrp
0.017541231098409327,handright,0,lrp
0.025422437764378136,handright,0,lrp
0.029829405080438853,handright,0,lrp
0.023299347791396974,handright,0,lrp
0.030476819978537906,handright,0,lrp
0.03410328500716586,handright,0,lrp
0.029156692103109005,handright,0,lrp
0.027639114190169067,handright,0,lrp
0.025570476979175583,handright,1,lrp
0.02625600878250056,handright,1,lrp
0.018629713246398172,handright,1,lrp
0.02325742848880341,handright,1,lrp
0.027045944709385372,handright,1,lrp
0.03385398710668408,handright,1,lrp
0.040300516039258216,handright,1,lrp
0.024681343843961034,handright,1,lrp
0.0327435639077478,handright,1,lrp
0.02985507068594062,handright,1,lrp
0.030768472032707495,handright,1,lrp
0.03554150021475633,handright,1,lrp
0.02252436877206998,handright,1,lrp
0.025305457137415166,handright,1,lrp
0.03129376948930829,handright,1,lrp
0.024300396800166935,handright,1,lrp
0.030299660583523513,handright,1,lrp
0.03290918944561416,handright,1,lrp
0.027722540622232783,handright,1,lrp
0.02315201950943191,handright,1,lrp
0.022591433062744137,handright,2,lrp
0.02119679043059297,handright,2,lrp
0.01945046954582419,handright,2,lrp
0.011819246940035333,handright,2,lrp
0.02540919865027469,handright,2,lrp
0.02530148340995919,handright,2,lrp
0.035396646002634036,handright,2,lrp
0.016901672851335814,handright,2,lrp
0.02938289895133117,handright,2,lrp
0.023395382439799883,handright,2,lrp
0.015194887747846053,handright,2,lrp
0.029447091722373697,handright,2,lrp
0.018810469040146716,handright,2,lrp
0.024200661129065493,handright,2,lrp
0.02535668732216645,handright,2,lrp
0.021057818793897898,handright,2,lrp
0.025620806873767332,handright,2,lrp
0.02540603808884323,handright,2,lrp
0.022722768451068465,handright,2,lrp
0.014526985515893376,handright,2,lrp
0.025356083616045133,handright,3,lrp
0.027563240335649608,handright,3,lrp
0.022984493733211098,handright,3,lrp
0.027555611075626762,handright,3,lrp
0.028771099576343717,handright,3,lrp
0.03600773779166855,handright,3,lrp
0.03846511059148039,handright,3,lrp
0.02555443254849754,handright,3,lrp
0.03377792710116423,handright,3,lrp
0.031138389853593962,handright,3,lrp
0.018770892687085095,handright,3,lrp
0.0354704656642042,handright,3,lrp
0.0226666920766192,handright,3,lrp
0.028266980916628714,handright,3,lrp
0.019140306303442545,handright,3,lrp
0.024855777689757774,handright,3,lrp
0.03320028278558751,handright,3,lrp
0.03396007777082777,handright,3,lrp
0.02653152689757765,handright,3,lrp
0.026679916035915907,handright,3,lrp
0.026359628089424936,handright,4,lrp
0.021957599705818565,handright,4,lrp
0.019178379695515613,handright,4,lrp
0.030611519571964285,handright,4,lrp
0.02675917536273764,handright,4,lrp
0.02997799503723142,handright,4,lrp
0.0336855795610802,handright,4,lrp
0.02134893065350152,handright,4,lrp
0.03449990134164693,handright,4,lrp
0.03196268651691536,handright,4,lrp
0.026683426643270725,handright,4,lrp
0.03560440977719703,handright,4,lrp
0.01831799498550324,handright,4,lrp
0.030580182075825357,handright,4,lrp
0.03041316634183522,handright,4,lrp
0.021340279812816387,handright,4,lrp
0.031444035262351955,handright,4,lrp
0.029999969208554633,handright,4,lrp
0.029249270567240693,handright,4,lrp
0.02212282323575998,handright,4,lrp
0.02529727553740657,handright,5,lrp
0.025136735303959545,handright,5,lrp
0.022244184645125564,handright,5,lrp
0.02903281154701176,handright,5,lrp
0.027327382175732717,handright,5,lrp
0.036430709286885854,handright,5,lrp
0.03648095120073447,handright,5,lrp
0.029851882845864708,handright,5,lrp
0.039144779972870136,handright,5,lrp
0.030437453958771066,handright,5,lrp
0.03215189774381133,handright,5,lrp
0.036676638365982894,handright,5,lrp
0.02261447915850523,handright,5,lrp
0.03202871822004427,handright,5,lrp
0.030431713233593838,handright,5,lrp
0.017562347645108778,handright,5,lrp
0.03192694515252259,handright,5,lrp
0.03223319711288397,handright,5,lrp
0.030484767146869096,handright,5,lrp
0.026089019031172667,handright,5,lrp
0.034069557040541154,handright,6,lrp
0.033079111403540695,handright,6,lrp
0.02556285612223297,handright,6,lrp
0.03595933274439744,handright,6,lrp
0.028564334083634124,handright,6,lrp
0.03776624003324347,handright,6,lrp
0.03661164990705479,handright,6,lrp
0.013287207316002192,handright,6,lrp
0.03438177797870656,handright,6,lrp
0.032787365226871756,handright,6,lrp
0.03294116343938147,handright,6,lrp
0.03528293651874592,handright,6,lrp
0.027684889725826167,handright,6,lrp
0.033765673063916424,handright,6,lrp
0.0335767376341749,handright,6,lrp
0.023089624970693556,handright,6,lrp
0.03788380782929557,handright,6,lrp
0.035535781015214596,handright,6,lrp
0.03158436382214447,handright,6,lrp
0.02710786120405939,handright,6,lrp
0.023386673971465433,handright,7,lrp
0.023780434954810525,handright,7,lrp
0.021825868003036764,handright,7,lrp
0.031290281414097176,handright,7,lrp
0.025837407512307342,handright,7,lrp
0.03171832723295731,handright,7,lrp
0.0329444470707696,handright,7,lrp
0.02332258264060827,handright,7,lrp
0.028944328675747366,handright,7,lrp
0.027065851972812194,handright,7,lrp
0.018557196440112556,handright,7,lrp
0.03062309400570351,handright,7,lrp
