train_loss,valid_loss,train_acc,valid_acc
1.609443736076355,1.6095826635841561,0.2,0.2
1.6086337869644165,1.6088838827710192,0.2436,0.2505263157894737
1.608027159500122,1.6082897496824504,0.2221,0.21
1.6072168083190919,1.6076971272460552,0.3422,0.3078947368421053
1.6058443464279175,1.6065564025349979,0.3614,0.33263157894736844
1.6025559507369995,1.6037229449809098,0.2,0.2
1.592123937034607,1.5941926831958675,0.3188,0.3094736842105263
1.5454168533325194,1.5518336626661926,0.4779,0.4431578947368421
1.359714984512329,1.3819427860885107,0.6343,0.6078947368421053
0.99061645860672,1.0613244451394601,0.6927,0.6536842105263158
0.6995252898693085,0.7895051175806703,0.766,0.7352631578947368
0.5181962186574935,0.6214736341929236,0.827,0.7973684210526316
0.42634178875684736,0.5309946351692456,0.8692,0.83
0.3621533850193024,0.47272707309041706,0.891,0.8494736842105263
0.3330867938041687,0.44301067405388134,0.895,0.8557894736842105
0.2976428814888,0.4061533418022284,0.9046,0.8642105263157894
0.27754760778546333,0.38751960670998115,0.913,0.8747368421052631
0.2507991385161877,0.360804475343027,0.9187,0.8863157894736842
0.2404503273844719,0.35908191356839253,0.9214,0.8836842105263157
0.2212932777374983,0.3466362992630285,0.9274,0.8931578947368422
0.21082391163259745,0.33501800941694687,0.9321,0.9
0.2024513355538249,0.3281415988292013,0.9342,0.9026315789473685
0.18957394938766955,0.3222797620853707,0.9394,0.901578947368421
0.18391921645998954,0.3195983340509799,0.9411,0.9036842105263158
0.1727782001078129,0.3127872904825236,0.9445,0.9063157894736842
0.16665704429745673,0.3062225881212649,0.9458,0.9094736842105263
0.15731338352784516,0.3038611295124312,0.9492,0.91
0.15234049877971412,0.2988797240115765,0.9515,0.9131578947368421
0.1509588698066771,0.3060056055982073,0.9505,0.91
0.14320077007226645,0.2979268584979557,0.9544,0.9126315789473685
0.13798260496854783,0.29728956775692833,0.9546,0.9126315789473685
0.1362222513012588,0.2935905298765968,0.9554,0.9142105263157895
0.13109290447086097,0.2959080557984558,0.957,0.9142105263157895
0.12948132761437445,0.29214018177898493,0.9561,0.9142105263157895
0.12398631161935628,0.29405574148379954,0.9597,0.9136842105263158
0.12115886208601295,0.29548125663584396,0.9607,0.9168421052631579
0.11640137089919299,0.2939307368203935,0.9634,0.9142105263157895
0.11246057584919035,0.2927085692454286,0.9629,0.9184210526315789
0.11062824941184372,0.2888405085267389,0.9638,0.9194736842105263
0.10785583768952638,0.28739718869798075,0.9646,0.9178947368421052
0.10393604286229238,0.290674265994526,0.965,0.9210526315789473
0.10281340233981609,0.2884733742132329,0.9653,0.9226315789473685
0.10076118093580008,0.2850727138712126,0.9673,0.92
0.09746932660574094,0.2841763408796396,0.9675,0.9221052631578948
0.0968852183546871,0.28139690468244316,0.9684,0.9221052631578948
0.0934345181915909,0.2831034296497452,0.9685,0.9231578947368421
0.09072899943199009,0.28511819619090617,0.97,0.9236842105263158
0.09089917547116057,0.28922818970529973,0.9701,0.9210526315789473
0.08996289006592706,0.28009527867871237,0.9707,0.9231578947368421
0.08926234072861261,0.2769580865552759,0.9715,0.9236842105263158
0.08585214742254466,0.27543059881080034,0.9728,0.9247368421052632
0.08624037562273443,0.2815151192099169,0.9721,0.9247368421052632
0.08296939297020435,0.2783796931074017,0.9737,0.9263157894736842
0.08010583976432681,0.2796764527134472,0.9748,0.9252631578947368
0.08091534866155126,0.27552454883698374,0.9747,0.9284210526315789
0.07716596926385537,0.2771382183110451,0.9757,0.9310526315789474
0.07598716740901582,0.28009768009984065,0.975,0.9284210526315789
0.07571925214510411,0.28007902189924877,0.9758,0.9289473684210526
0.07468223149077967,0.26905381797760053,0.9766,0.93
0.07567370523880236,0.2764457449671116,0.9772,0.9273684210526316
