train_loss,valid_loss,train_acc,valid_acc
1.6053904712200164,1.6061204842158727,0.22142857142857142,0.20714285714285716
1.595645968403135,1.5980493204934256,0.30357142857142855,0.29285714285714287
1.5865723873887743,1.5907916307449341,0.2910714285714286,0.30714285714285716
1.574760947057179,1.5799731935773578,0.1982142857142857,0.20714285714285716
1.56049742102623,1.5662857157843453,0.2839285714285714,0.2642857142857143
1.5181373476982116,1.5286384071622576,0.3392857142857143,0.3142857142857143
1.451667399065835,1.464311729158674,0.6178571428571429,0.6
1.3051536113023758,1.3241076605660576,0.525,0.5142857142857142
1.0747541627713613,1.1025810939925058,0.875,0.8214285714285714
0.7807782439248903,0.8193651284490313,0.7946428571428571,0.7571428571428571
0.6011271709842342,0.6652019849845341,0.8196428571428571,0.7642857142857142
0.4466859163982528,0.5241436123847961,0.9214285714285714,0.8428571428571429
0.36781613366412264,0.4520759024790355,0.9446428571428571,0.8785714285714286
0.3202317962356444,0.40561965597527366,0.9446428571428571,0.8857142857142857
0.2902908535008984,0.38125725127756593,0.8964285714285715,0.8428571428571429
0.2210415086293194,0.323875660396048,0.9428571428571428,0.8785714285714286
0.2451784202296819,0.3394181117415428,0.9107142857142857,0.8642857142857143
0.15922421109862625,0.2611969843772905,0.9696428571428571,0.9142857142857143
0.13858380421962854,0.2471951704206211,0.9660714285714286,0.9214285714285714
0.1374852649501658,0.259439076709428,0.9589285714285715,0.9
0.13566610046576347,0.28895569704140406,0.9517857142857142,0.8785714285714286
0.09432075631786055,0.20985558660634393,0.975,0.9285714285714286
0.08899643083516671,0.2022708078422251,0.9732142857142857,0.9285714285714286
0.07796266731612767,0.21559266409271263,0.9785714285714285,0.9142857142857143
0.07058959230046509,0.17189759043976666,0.9732142857142857,0.9428571428571428
0.05291901434861107,0.18124266096191213,0.9839285714285714,0.9428571428571428
0.048979751547585694,0.15933885536090073,0.9839285714285714,0.95
0.04499423118879479,0.14860933777984298,0.9821428571428571,0.95
0.04483111069361517,0.14502394736378588,0.9875,0.9571428571428572
0.03789939411473954,0.14171683258443538,0.9875,0.95
0.04050707706050746,0.1635584079460906,0.9857142857142858,0.9571428571428572
0.030992287811985923,0.1318507401588639,0.9892857142857143,0.9642857142857143
0.03062165600305694,0.16674017939970195,0.9875,0.95
0.02927596159431626,0.1590096665243956,0.9875,0.95
0.024769300700019415,0.1406214771262512,0.9910714285714286,0.9642857142857143
0.02525890257658016,0.12866340303153265,0.9892857142857143,0.9571428571428572
0.02222666006255127,0.14402774902965965,0.9928571428571429,0.9642857142857143
0.025163698541838184,0.12955583708244375,0.9928571428571429,0.9714285714285714
0.02271680598810956,0.14414958089771193,0.9946428571428572,0.95
0.018404645232740182,0.12503864580044788,0.9928571428571429,0.9642857142857143
0.016286988878515058,0.12390394311088519,0.9928571428571429,0.9642857142857143
0.015469859809870786,0.1302600250069708,0.9946428571428572,0.9642857142857143
0.015020514571246401,0.12977090819575615,0.9946428571428572,0.9642857142857143
0.014542348911519502,0.14673513396793234,0.9964285714285714,0.9642857142857143
0.013326038468764675,0.13253218679828405,0.9982142857142857,0.9642857142857143
0.013551397546986126,0.15712514663520544,0.9982142857142857,0.9571428571428572
0.01144126482092832,0.13832110919923285,0.9964285714285714,0.9642857142857143
0.01164967618653436,0.1311711655174442,0.9964285714285714,0.9642857142857143
0.009705162668645694,0.17576290784138157,0.9964285714285714,0.9571428571428572
0.009135917268699816,0.13149115894798133,0.9982142857142857,0.9642857142857143
0.009069284018978762,0.20641539334550443,0.9982142857142857,0.9571428571428572
0.007818336723618455,0.13953405549879133,0.9982142857142857,0.9714285714285714
0.006903540293554628,0.1618164604919451,0.9982142857142857,0.9714285714285714
0.007284762007491542,0.13841518519444312,0.9982142857142857,0.9714285714285714
0.006574612939069078,0.15905503642423544,0.9982142857142857,0.9714285714285714
0.006839126494074689,0.12854404225800994,0.9982142857142857,0.9714285714285714
0.0053392594755171125,0.1263488654537242,0.9982142857142857,0.9714285714285714
0.005251865491300846,0.13355444254245988,0.9982142857142857,0.9642857142857143
0.004403234346124917,0.14914270965881343,0.9982142857142857,0.9642857142857143
0.0034576008096024805,0.15930838821412477,1.0,0.9642857142857143
