svm,cnn_vol,cnn_t
0.5,0.4827586206896552,0.2974137931034483
0.5646551724137931,0.4698275862068966,0.2974137931034483
0.5991379310344828,0.646551724137931,0.2974137931034483
0.5603448275862069,0.5172413793103449,0.2974137931034483
0.5344827586206896,0.5344827586206896,0.2974137931034483
0.603448275862069,0.5086206896551724,0.2974137931034483
0.6594827586206896,0.6594827586206896,0.2974137931034483
0.5905172413793104,0.5301724137931034,0.2974137931034483
0.5689655172413793,0.603448275862069,0.2974137931034483
0.5689655172413793,0.5991379310344828,0.2974137931034483
0.6379310344827587,0.6206896551724138,0.2974137931034483
0.5474137931034483,0.5818965517241379,0.2974137931034483
0.5732758620689655,0.45689655172413796,0.2974137931034483
0.6810344827586207,0.5775862068965517,0.2974137931034483
0.6120689655172413,0.6077586206896551,0.2974137931034483
0.6163793103448276,0.5775862068965517,0.30603448275862066
0.6379310344827587,0.646551724137931,0.2974137931034483
0.5086206896551724,0.6336206896551724,0.2974137931034483
0.7672413793103449,0.6594827586206896,0.2974137931034483
0.6206896551724138,0.6508620689655172,0.2974137931034483
