svm,cnn_vol,cnn_t
0.9,0.788235294117647,0.8058823529411765
0.8411764705882353,0.6764705882352942,0.7764705882352941
0.9647058823529412,0.9,0.9470588235294117
0.6470588235294118,0.7058823529411765,0.5
0.8941176470588236,0.9117647058823529,0.8647058823529412
0.8941176470588236,0.9,0.8764705882352941
0.8352941176470589,0.8294117647058824,0.711764705882353
0.9117647058823529,0.8764705882352941,0.8529411764705882
0.8588235294117647,0.8941176470588236,0.8411764705882353
0.7529411764705882,0.8058823529411765,0.7823529411764706
0.788235294117647,0.8470588235294118,0.8176470588235294
0.9352941176470588,0.8705882352941177,0.8058823529411765
0.9470588235294117,0.8470588235294118,0.7823529411764706
0.6470588235294118,0.8588235294117647,0.7411764705882353
0.6882352941176471,0.7058823529411765,0.6705882352941176
0.9058823529411765,0.8705882352941177,0.7352941176470589
0.8058823529411765,0.8529411764705882,0.7705882352941177
0.788235294117647,0.7176470588235294,0.6529411764705882
0.9764705882352941,0.9764705882352941,0.9294117647058824
0.8294117647058824,0.8941176470588236,0.8529411764705882
