svm,cnn_vol,cnn_t
0.6619718309859155,0.6161971830985915,0.47183098591549294
0.704225352112676,0.5809859154929577,0.44014084507042256
0.8204225352112676,0.7394366197183099,0.5598591549295775
0.5387323943661971,0.5985915492957746,0.3380281690140845
0.75,0.7816901408450704,0.5316901408450704
0.7359154929577465,0.721830985915493,0.5352112676056338
0.7429577464788732,0.7323943661971831,0.426056338028169
0.7605633802816901,0.7112676056338029,0.4894366197183099
0.7711267605633803,0.7605633802816901,0.5176056338028169
0.6584507042253521,0.7147887323943662,0.4788732394366197
0.6690140845070423,0.7429577464788732,0.5035211267605634
0.7359154929577465,0.6866197183098591,0.47183098591549294
0.8204225352112676,0.7323943661971831,0.4823943661971831
0.6338028169014085,0.795774647887324,0.4507042253521127
0.6091549295774648,0.5880281690140845,0.4154929577464789
0.7394366197183099,0.6901408450704225,0.41901408450704225
0.6443661971830986,0.7359154929577465,0.4894366197183099
0.6338028169014085,0.5880281690140845,0.3908450704225352
0.8169014084507042,0.7992957746478874,0.5492957746478874
0.7183098591549296,0.7816901408450704,0.5246478873239436
