svm,cnn_vol,cnn_t
0.6619718309859155,0.6091549295774648,0.352112676056338
0.704225352112676,0.6056338028169014,0.33098591549295775
0.8204225352112676,0.7711267605633803,0.4823943661971831
0.5387323943661971,0.5880281690140845,0.21830985915492956
0.75,0.7887323943661971,0.41901408450704225
0.7359154929577465,0.7253521126760564,0.43661971830985913
0.7429577464788732,0.7147887323943662,0.3204225352112676
0.7605633802816901,0.7112676056338029,0.4225352112676056
0.7711267605633803,0.7288732394366197,0.45774647887323944
0.6584507042253521,0.7183098591549296,0.3873239436619718
0.6690140845070423,0.7183098591549296,0.4014084507042254
0.7359154929577465,0.7112676056338029,0.39436619718309857
0.8204225352112676,0.7429577464788732,0.30985915492957744
0.6338028169014085,0.7922535211267606,0.323943661971831
0.6091549295774648,0.5704225352112676,0.31338028169014087
0.7394366197183099,0.7007042253521126,0.3415492957746479
0.6443661971830986,0.7359154929577465,0.3204225352112676
0.6338028169014085,0.5985915492957746,0.2711267605633803
0.8169014084507042,0.8098591549295775,0.47183098591549294
0.7183098591549296,0.7816901408450704,0.35563380281690143
