svm,cnn_vol,cnn_t
0.5679012345679012,0.49135802469135803,0.1925925925925926
0.47901234567901235,0.47160493827160493,0.1925925925925926
0.5555555555555556,0.5481481481481482,0.1925925925925926
0.5185185185185185,0.48641975308641977,0.1925925925925926
0.5950617283950618,0.48148148148148145,0.1925925925925926
0.6345679012345679,0.6123456790123457,0.1925925925925926
0.5407407407407407,0.4567901234567901,0.1925925925925926
0.6197530864197531,0.582716049382716,0.1925925925925926
0.5481481481481482,0.6345679012345679,0.1925925925925926
0.38271604938271603,0.3925925925925926,0.1925925925925926
0.5358024691358024,0.47901234567901235,0.1925925925925926
0.6296296296296297,0.6246913580246913,0.1925925925925926
0.6024691358024692,0.5753086419753086,0.1925925925925926
0.5901234567901235,0.562962962962963,0.1925925925925926
0.5728395061728395,0.5012345679012346,0.1925925925925926
0.562962962962963,0.6419753086419753,0.1925925925925926
0.5728395061728395,0.6419753086419753,0.1925925925925926
0.44938271604938274,0.37530864197530867,0.1925925925925926
0.8592592592592593,0.8,0.1925925925925926
0.5432098765432098,0.6567901234567901,0.1925925925925926
